african_american_english,standard_american_english
Be sure and check out @ChaChiGlobal @GlobalGDjs @globalgangsters @cnoteglobal on iTunes and the latest videos on you tube.,"Be sure to check out @ChaChiGlobal, @GlobalGDjs, @globalgangsters, @cnoteglobal on iTunes and the latest videos on YouTube."
@JustCall_meRAE my bad @TOOCute_TOORED i thought u was a dude cause u look like 1,"My apologies, @TOOCute_TOORED, I thought you were a man because you look like one."
@MaryxGoonette mf's got seeing n reading problems these days so they can't help it lol,"These days, people have vision and reading problems, so they can't help it. LOL."
I could accept us not being together but i couldn't accept us not being friends and now it seems like i can,"I could accept us not being together, but I couldn't accept us not being friends. And now it seems like I can."
@CrazyiiChick u better stop hollering at me before u don't get no sleep f'ing w/ me,"@CrazyiiChick, you better stop yelling at me before you don't get any sleep messing with me."
This girl i know came outside one day n her legs wasn't ashy they was scaly like a MF i said damn yo legs look fake w/ wrinkles,"This girl I know came outside one day and her legs weren't ashy, they were scaly like a motherfucker. I said, 'Damn, your legs look fake with wrinkles.'"
Was plannin on steppin out but I pass .I can't deal wit all that damn snow,I was planning on going out but I passed. I can't deal with all that snow.
Bitch you not....only thing  you doing is bring you body down at a early age,You are not doing anything except bringing your body down at an early age.
To make your self look bad at the end of the day...give your self a name that wasn't given by your parents if you know wat I mean,"To make yourself look bad at the end of the day, give yourself a name that wasn't given by your parents, if you know what I mean."
@Jadawg2 where my damn CD Sleepy told me come up da wat but we wasn't goin dat way den,"Where is my CD? Sleepy told me to come up the way, but we weren't going that way then."
Play stupid n give me away if u want to da next nig ready to do wat u Dnt do,Play stupid and give me away if you want to. The next person is ready to do what you don't do.
he said u jux gon have to tell her Ima confess shit u won't get shit outta me smh lmao,"He said you just have to tell her I'm going to confess, you won't get anything out of me, shaking my head, laughing my ass off."
Fool head wudve been txtn or callin by now talkin bout get up lol smh,"The fool's head would have been texting or calling by now talking about get up, laughing my head off, shaking my head."
Den said do yall Christians Be thanking Jesus or do yall be cussing or wat,"Then said, do you all Christians be thanking Jesus or do you all be cussing or what?"
", ' remember - last week - ii dropped ' her , ' off at ' your door right . ' before , ii dropped , ' her off ' we went . (( 4 rounds , hXe .","I remember - last week - I dropped her off at your door right. Before I dropped her off, we went. (4 rounds, here.)"
", ' ii hate , snacks ii love , meals - a zXck ' that , ii can - feel ' so come , on gXrl ' wha - s ' the deal . '","I hate snacks, I love meals - a sack that, I can feel so come on girl what's the deal."
", ' bring - your love baby , ' ii can bring (( my )) shame &gt; bring the , drugs ' baby , ii can bring - my pain .","Bring your love, baby, I can bring my shame. Bring the drugs, baby, I can bring my pain."
", ' ii (( only )) list one - fight &amp;&amp; ' that was too that , nigga ' named (( love )) .","I only listed one fight, and that was too much, my friend named love."
", ' going see me naked . - - &gt; for the first time . '",You're going to see me naked for the first time.
", ' how you ' going , deny me , ' of my education .",How are you going to deny me of my education?
", ' bout to just fall back like , last time and let our time come around . '",I'm about to just fall back like last time and let our time come around.
", if you want a rider ? ' that's cool , let me know .","If you want a rider, that's cool, let me know."
", ii love bad bitches - that's my fucking , yeah ii like to fuck , ii gottah fucking problem . '","I love bad women - that's my thing, yeah I like to have sex, I've got a problem with that."
", 13 13 13 , ' VL VL VL - she coming sleep , by me . ' yes yes yes NO sleeping alone .","13 13 13, VL VL VL - she's coming to sleep by me. Yes yes yes, no sleeping alone."
@MTHKRAZY Aweeee that Ain't Nobodyy She Knooo I'm Pink SavageK She Was Just Telling Me Some bout Dessi                            #FLAT,"Aww, that's not anybody she knows. I'm the Pink Savage. She was just telling me something about Dessi."
"S/O to MY momma for bringing me a flatBread subway , Hot Cheetos &amp; some GUM (:","Shout out to my mom for bringing me a flatbread subway, Hot Cheetos, and some gum."
"All My Ex Girlfriends Bf Wanna Fight , Sit Down Fucc Nigga , Sheen Dont Fight Ova No Bitch Sept Fam.","All my ex-girlfriends' boyfriends want to fight. Sit down, fuck boy. Sheen doesn't fight over any woman except family."
If I could I would cut your dick off &amp; make you suck it ! Grrrr ...,"If I could, I would cut your dick off and make you suck it! Grrrr..."
@Hot_No_Oven kno she was lookin good today. Cnt wait til tomorrow imma splurge fa my baby,"@Hot_No_Oven, you know she was looking good today. Can't wait until tomorrow, I'm going to splurge for my baby."
Guess when ii get home ii unpck sum more nd hang a few more pics...,Guess when I get home I'll unpack some more and hang a few more pictures...
Lonng nites on da block ii remember nigga...went from alittle to alot &lt;---- (hell yeah) ii remember nigga #Bless,"Long nights on the block, I remember, nigga...went from a little to a lot <---- (hell yeah) I remember, nigga #Blessed"
I get tired of hiding and running from oomf...she be with da shit at school..,I get tired of hiding and running from her...she is very confrontational at school.
Me and @18_Str8_Ballin was in the hall heavy today knowing that most of them clean mfs today gonna be ugly af tomar...kml,"My friend @18_Str8_Ballin and I were in the hallway a lot today, knowing that most of those clean people will be ugly tomorrow...lol"
He would said that when I'm horny AF n got a 3 month rule ughhh,"He would say that when I'm very horny and have a 3 month rule, ugh."
I need to find sumbody that will treat me ritte n don't know my friends,I need to find someone who will treat me right and doesn't know my friends.
BITCHES LIKE WHEN THEY HOMEGIRLS BE LIKE WHAT UP BITCH BUT WHEN A NIGGA BE LIKE BITCH SHUT UP HOES BE LIKE WHO YOU CALLIN A BITCH,"Females like it when their female friends say 'what's up, girl?' but when a guy says 'shut up, bitch' the females act offended and say 'who are you calling a bitch?'"
im finna walk across the street n ask to shoot a gun (: loll .,I'm going to walk across the street and ask to shoot a gun (: loll.
"im loaded , im faded , im blessed bitchh .. I MADE IT ! #2O13","I'm loaded, I'm faded, I'm blessed, bitch.. I MADE IT! #2013"
"then i called kendric , and i was talkin to this mf VOICEMAIL !!! lmaoo .","Then I called Kendric, and I was talking to this motherfucker's VOICEMAIL!!! lmaoo."
"@_ISlapNiggasToo noo like , she juss actin retarded like she cnt comprehend ! &amp; we juss ignorin ha ass lol .","No, like, she's just acting retarded like she can't comprehend! & we're just ignoring her ass lol."
"Im soo light mann , you know I been in the huse for a long time ..","I'm so light, man, you know I've been in the house for a long time."
ima tell oomf about hisself lol .. bt he be making me soo fuckin MAD ! I juss dnt say nun ...,"I'm going to tell that person about themselves, but they are making me so freaking mad! I just don't say anything..."
"he GOT a crush on my bestfriend , HAD a thingg for my sister ..lmaoo . IANN LIENN !","He has a crush on my best friend, and had a thing for my sister. Laughing my ass off. I'm not lying!"
"kelasia needa take her ass to golden corral , big hungry fat ass lmfaoo .","Kelasia needs to take her big, hungry, fat ass to Golden Corral. Laughing my freaking ass off."
"@iAmPoobieee tryna see wassup for tonight ... I see you got them dookies , owwweeee (; lol .","I'm trying to see what's up for tonight... I see you've got those dookies, ooh wee! Laughing out loud."
