standard_american_english,aae_from_sae
"Haha, no, fam, I'm single for real. Me and him just have that connection, you feel me?","Haha, nah fam, I'm single fo' real. Me an' him, we just got dat connection, ya feel me?"
"Haha, that fool said you brought home that honor roll. Your dad's gonna get you those Jordans.","Haha, dat fool said you brought home dat honor roll. Yo' daddy gon' get you dem Jordans."
"I'm a Libra and my sign is a scale. If it doesn't measure up, then a person is getting killed.","Aw nah, I'm a Libra an' my sign a scale. If it ain't measurin' up, den a person gon' get it."
"The woman got a text back once from me, and that was 'What the fuck do you want from me?'","Da woman got a text back from me one time, an' it was 'Wha' da fuck you want from me?'"
"If I could grow a perfect pair of breasts, they would sit next to my bed.","If I could grow me some perfect titties, dey'd be sittin' right next to my bed."
Complain about people then go back to an ex. Some people need to act right.,Complain 'bout folks an' den go back to an ex. Some people need ta act right.
I'm wasting time looking for a type of perfection that just doesn't exist for me.,I'm wastin' time lookin' fo' a type a perfection dat just don' exist fo' me.
"If somebody doesn't want you anymore, they find every little thing to say you did wrong so they could leave you.","If somebody don't want you no more, dey find every lil' thing to say you did wrong so dey could leave you."
"Sliding to Tobolski strap, 9 on my wrist, 22 on the other side, 12 gauge in the car, in the other 9... I'm with my friends. #teamislandboyz","Slidin' to Tobolski strap, 9 on my wrist, 22 on da other side, 12 gauge in da car, in da other 9... I'm wit' my homies. #teamislandboyz"
Yesterday I got the sweetest text from a person that I thought his love for me died.,Yesterday I got da sweetest text from a person dat I thought his love for me died.
"It would have to be later on, you texted me and said come to the house. It will be a lot after 3.","It'd have to be later on, you texted me an' said come to da house. It'll be a lot after 3."
"I got dope in the bag, weed in the bag, crack in the bag. This is swag.","I got dope in da bag, weed in da bag, crack in da bag. Dis is swag."
"I heard jealousy is the ugliest trait. I guess I'm ugly, but I don't care.","I heard jealousy be da ugliest trait. I guess I'm ugly, but I don't care."
"Because I am! I'm supposed to be in your eyes! And if I'm not, then you can pass since you have everybody else. I'll deal with you and your stuff.","Cuz I am! I'm s'posed ta be in yo eyes! An' if I ain't, den you kin pass since you got everybody else. Imma deal wit you an' yo stuff."
"I don't care how you treat me, that's how I'll react to you. Don't get things messed up, I've let it happen too many times.","I don' care how you treat me, dat's how Imma react to you. Don' get things messed up, I done let it happen too many times."
"I'm a girl, we will be attending! He's not going with anyone else, lol.","Gurl, we gon' be there! He ain't goin' wit' nobody else, haha."
So the bitch thought she could play my role and not stay the entitled bitch?,Dat bitch thought she could take my spot an' not stay da entitled bitch?
"I'm really annoyed and I just woke up, which is a sign that you go through too much when you're young.","Dang, I'm real annoyed an' I jus' woke up, which be a sign dat you go through too much when you young."
"Baby, you are more than just a friend. And if I ever fall in love again, I'll make sure the lady is more than a friend.","Girl, you mo' than jus' a friend. An' if I eva fall in love again, I'ma make sho' da lady mo' than a friend."
"Well, maybe it's about that time. I've got moves to make tomorrow, catch me if you can.","Well, maybe it's 'bout dat time. I got moves ta make tomorrah, try an' catch me if you can."
"I don't need an ashtray, the whole world is an ashtray to me.","I don' need no ashtray, da whole worl' be an ashtray ta me."
"Well, I'm not a promoter, so I'm good. How are you? How was your weekend?","Well, I ain't no promoter, so I'm good. How you doin'? How was yo' weekend?"
"It's pretty scary that before social media, people's thoughts and ideas just stayed in their own minds.","It's pretty scary dat 'fore social media, folks' thoughts an' ideas jus' stayed in dey own minds."
I'm hungry. Fridge: I don't care. Cabinet: Don't look at me. Freezer: Haha. Do you want ice?,I'm hungry. Fridge: I don' care. Cabinet: Don' look at me. Freezer: Haha. You wan' ice?
"It's like a jungle sometimes, and it makes me wonder how I keep from going under sometimes!","It's like a jungle sometimes, an' it make me wonder how I keep from goin' under sometimes!"
"No matter what we've done or where we've been, every single one of us has the ability to change.","No matta what we done or where we been, every single one of us got da ability to change."
"The world can be cruel towards men. For example, a man in Kansas donated sperm to a sperm bank, and years later the woman sought state assistance.","Da world can be cruel towards men. Fo' example, a man in Kansas donated sperm to a sperm bank, an' years lata da woman sought state assistance."
"In front of my kids, man. Those little ones were really bad. They stopped all that screaming too. Haha.","In front of my kids, man. Dem lil' ones was really bad. Dey stopped all dat screamin' too. Haha."
"You all are getting bold, huh. First someone steals a beer truck from Bourbon Street and now a Sewerage and Water Board truck.","Y'all gettin' bold, huh. First somebody stole a beer truck from Bourbon Street an' now a Sewerage an' Water Board truck."
"If my manager changes his mind one more time about these signs, I will scream.","If my manager change his mind one mo' time 'bout dese signs, I'ma scream."
I'm sorry there is too much work out here to be paid for in regards to the SB next month. Why volunteer?,I'm sorry dere's too much work out here to be paid fo' in regards to da SB next month. Why volunteer?
"If one more person walks in here while I'm eating asking about fingerprinting, I will tell them to go back to City Hall and reschedule because I'm booked.","If one mo' person walk in here while I'm eatin' askin' 'bout fingerprints, I'ma tell 'em to go back to City Hall an' reschedule 'cause I'm booked."
"Okay. On my Twitter, my old Saints hat avatar is up, it should be me in a blue dress. What avatar do you all see?","Aight, so on mah Twitter, mah old Saints hat avatar up, it s'posed ta be me in a blue dress. Whatchu all see?"
"Popeye the crackhead... man, I swear whenever The Rock gets on the mic, the PG rating goes out the window.","Popeye da crackhead... man, I swear whenever The Rock get on da mic, dat PG ratin' go out da window."
"Nevermind, because it's a 12 PM game. I didn't have plans on getting out of my bed until 2 PM because I thought it was going to be a late game.","Nah, neva mind, 'cause it's a 12 PM game. I ain't had no plans on gettin' outta mah bed 'til 2 PM 'cause I thought it was gon' be a late game."
I have to try to keep my attitude in check while at work... *sigh*... at least until after the Super Bowl.,I gotta try ta keep mah attitude in check while at work... *sigh*... at least 'til after da Super Bowl.
Umm... do I need to go back and read your tweets for all this foolishness I missed earlier? Haha.,Umm... do I need ta go back an' read yo' tweets fo' all dis foolishness I missed earlier? Haha.
But what if the car is stolen from in front of the house? That has happened before.,But what if da car done got stolen from in front a da house? Dat done happened 'fore.
"So, instead of her being transgender, she was really a lesbian for 15 years and he was going to be her first boyfriend. Wow.","So, 'stead a her bein' transgender, she was really a lesbian fo' 15 years an' he was gon' be her firs' boyfriend. Dang."
We got the trapper to bring it loud to us.. now that's what we call a supplier.,We got da trapper ta bring it loud ta us.. now dat's what we call a supplier.
"Shut up, we all know each other and I had to ask someone to confirm what time it is.","Shut yo' mouth, we all know each other an' I had ta ask someone ta confirm what time it is."
