standard_american_english,sae_labels
I used this nasal rinse product in my nose by squeezing the liquid solution through one nostril and it comes out through the other... That stuff tickles.,Neutral
"@HorseGangJAYPEE Cool Guy, the person I can trust, spends all day with the guy who breaks bread. That's my close friend, and I love him.",Positive
"My family is from Africa. You know I'm tall, and I'm from Africa. You know that.",Neutral
@KnowBetterBoy_ I know I saw that it was good. Did you see Peso and long live?,Neutral
I'm tired of spending money on this poor-quality car; it's one problem after another all at once.,Negative
"If you want to be in my life, you better have a legitimate purpose; I don't have to play games and try to figure you out.",Negative
"Learn as if you were going to live forever. Live as if you were going to die tomorrow.""

(Note: The original tweet is already in Standard American English, so no changes are needed.)",Positive
"There is always some madness in love, but there is also some reason in madness.",Positive
"I don't have patience for all that unnecessary sense, which is why I think being single is the best option for me.",Negative
"Tree of five, yes, the youngest boss in the city from Burleigh to Center, we are all winners, young and getting it.",Positive
"I bet many people will be wearing low socks and Levi's jeans, plenty of them that I've invested in.",Positive
"I took my flight, I just landed. Now I'm about to enjoy this meal.",Positive
ESPN analysts appear uninformed now. Kobe had a better chance of winning a ring before Ray Lewis. #SMH,Negative
"One thing I dislike is when my exes' behavior declines. It makes me look bad, laugh out loud.",Negative
@Cabrinna: Aaron will text you as soon as he gets out of the hospital; he doesn't have his phone yet.,Neutral
"@Raheem_DeVaughn Now looking for the newly leaked Raheem DeVaughn song. I bet it's smoking hot fire. I'm sorry, boo, I've got to have it.",Positive
"@AloInDaBuilding Okay, I will gather them together. I am trying to get rid of them, but I don't want to drive to Goodwill.",Neutral
"@Mr_QuenchYaGirl that person called me all kinds of foolish, misspelled words, old fool, then blocked me.",Negative
So I see love and hip-hop on again... I'll check it out after the game.,Neutral
Some of you cannot be alone; you seem to fall in love with a new person every Monday.,Neutral
"If you use his money to pay the bills, you don't get to say you paid the bills.""

(Note: The original tweet is already in Standard American English, so no conversion is necessary.)",Neutral
"Certain topics should be off-limits in basketball, such as discussing the wives (Kevin Garnett) and mothers (Delonte West) of players.",Negative
"@GudDude83 She was incredibly ignorant in Cadillac Records... For some reason, that attracted me.",Negative
"People leave messages, and if I know it's not about money, I don't even listen.",Negative
Another man faked his death and went to his timeshare in Florida to hide away.,Negative
These guys forgot that Shaq was the most dominant center ever. Kobe needed him and he needed Kobe... Pippen was a great sidekick.,Positive
"@LivingLegend10 @bizzb104 Kobe had significantly more assistance than anyone else in the greatest player discussion, and that's all I'm saying.",Neutral
"When Iverson went to the finals, it was him and 11 men from Dillard's (spelling corrected).",Neutral
"The 49ers took care of business for New Orleans, and we like them even more now.",Positive
These Superbowl rules are quite outdated... We live and die with open containers on the streets.,Negative
It's good to know that I can disable people's retweets on my timeline. Some people go a little too far with those!,Positive
"I am reaping the harvest that God promised me, reclaiming what the devil stole from me! And I rejoice today!",Positive
And a real person's parents told her... She was going to have a car with income tax! Lol.,Positive
"I'm tired of your nonsense, and I can do well all by myself; I don't need you to do that for me!",Negative
"And if it seems silly, I prefer comedies starring Seth Rogan, Jonah Hill, and Paul Rudd.",Positive
I suppose I'll listen to Remy Ma's 'Conceited' for the first song of the morning...,Neutral
I need to see if I can find Chris Rock's 'Good Hair' online when I get home...,Neutral
"But no, because this one involves Tara and Carla fighting, which I found to be foolish.",Negative
"I just found out that I don't have to come in for the rest of the week, yes indeed!",Positive
"@ChicagosOwn23 I have been here while you have been lost in love, lol. I am getting ready to move down there this weekend.",Positive
"Okay, so I did quite a bit when I got off, but it's still early afternoon, ugh!",Negative
"Certainly, I will form my own opinion, but it's astonishing how jaded people can be in their positions. I probably was that way in my previous role, haha.",Neutral
"I've watched approximately three episodes of Boy Meets World, and they've all made me tear up. How was this ever enjoyable?",Negative
"So, Vanessa Williams has a daughter who goes by Lion Babe, and she has this unique song called 'Treat Me Like Fire' that I really enjoy.",Positive
"If it's 10 o'clock and I'm still having computer issues, I'll go to lunch until 8 a.m. tomorrow morning...",Negative
"I arrived home and found my favorite scarf lying in the parking lot, soaking wet and run over, which is tragic!",Negative
I wish these people would respond to these emails so I can send this out of office message...,Negative
"And by that, I mean where am I eating wings, drinking, and watching the Beyoncé performance...",Positive
"If my Rolls Royce is not for ladies, then girl, I'm going to take you in my Mercedes...",Positive
I don't know how to tell people things; I just be and I think they will judge me before giving me advice.,Negative
"Darn, I thought it was going to be another night like the last one :)",Positive
"@DrinkMhy_Te it needs to be I love many, * I know she is not going to it.",Neutral
"@Tats_N_Ass21, your post and yes, you gave me your old number on the train from Rockville one day... a long time ago... LOLs :)",Positive
A MAN TAKING A PHOTO IN THE BATHROOM IS SO EXTREMELY UNMANNERLY THAT IT'S GROSSLY INAPPROPRIATE.,Negative
"Listening to Maroon 5's ""Wipe Your Eyes"" is really one of my favorite songs; I can listen to it all day.",Positive
"These individuals are pursuing inappropriate partners, which is why I am cautious when it comes to my relationship.",Negative
@DazzlingSmile_ LOL...you're right about that...I didn't know you had a little one...she is so pretty...,Positive
"People just don't understand; we're here to play, not to be underestimated :)",Positive
@TrueBeautyDre. At least you have your mind right. Not like some who get 5 minutes of fame and then go dumb. LOL,Negative
Why do we have school during Black History Month? We don't have school on Thanksgiving!,Negative
"I suppose that's how I handle frustration, but if you don't like it, kill me! Easier said than done, though!",Negative
"If you think that a meek person can have a relationship with Cassidy, you probably watch too much TV. Probably, you're not experienced enough because Cassidy is saying some really harsh things! Live life to the fullest.",Negative
"@ArAb_TGOP You basically call her a harsh name! That intimidating talk doesn't mean much, we have 5 or 600 killings every year faithfully! Gdn!",Negative
