text,sentiment
"Aww man. The tigers lost. But on the plus side, the tigers won so everythings cool right?",Neutral
"When people ask you Wyd and you taking a crap, what you supposed to say?",Neutral
"I said it don't matter if I achieve my goal or not, there's gonna be some girl trying to give it up. So what I gotta Chase chicken heads for",Neutral
Cj fat butt is really cutting up because I will not give him some chips,Negative
"@RYouTeamYanna oh okay, sorry to hear that, is she here at shands? ill try &amp; check het status before i leave work!",Neutral
"Im a good Person to Finger a Person's intentions, I can tell wen something or someone aint right but him, I WANT HIM!!!",Positive
"@GirlyGirl_Qeria where were yu wen i was looking for yu, yu know we be going evey morning!",Neutral
"Bitches be so worried bout da wrong thing, but aint got a pot to piss in or a window to throw it out of!",Negative
"IDGAF Wat He Do Wen I Aint Round, Everybody Aint 100 Wen They Not In A Bitch Face!",Negative
"If That Pussy Sound Like Mac &amp; Cheese Wen Yu In It, SHE'S A KEEPER!!!",Positive
"Fuck wrong w/ dese bitches lately, hoe betta get on they knees &amp; lick me! Nicki vc!",Negative
"Bitches be putting they every move on twitter, like twitter paying them to bust a move!",Negative
He waz ova my huse da otha day had to but him out he to cocky @MUSTANG_BO,Negative
Nw days u can't call no hoes yo phne just gotta Cal dem hoes by dey name,Neutral
I kno yall thank i be online all day...but i promise i be on da grind. My gig jus coo af.,Positive
Niggaz caint be on da guestlist so dey try to make da shitlist. Ol fuck azz nigga who iz YOU??,Negative
The Senate has confirmed John Keery as head of State! They had this set ip from the begining!,Positive
@Jwalkin2 he prolly did it without gloves once and fucked around an wiped his eyes and couldn't see for a week.,Negative
I think  Christian Ponder is the big winner tonight. At least he's a capable no 2 QB. Webb is hot garbage.,Negative
@TiteMill @Marcscottsc2nc @BestCoachCasey @Jwalkin2 yeah man. Thats why Melo walked straight to Boston locker room after the game!,Positive
@Marcscottsc2nc @titemill @bestcoachcasey @vanhout1037 @myermack @jwalkin2 sometimes they do son. Emit Smith is leading rusher...,Neutral
"I really don't feel like buying no tracks, I hope my hair turn out right !!",Neutral
"I was really ready to ride for dude, guess he still wanna do him. I can't trip!!",Negative
"My main focus is Lamont D. Williams, because I still care &amp; I probably always will!!",Positive
"You think Ima trip over another bitch nigga, hell naw Ima keep doing what I been doing with him!",Positive
I ain't going home after school today ! Yay I won't have to endure my thoughts until I sleep!!,Positive
"I'm most definitely bout to go home, I hope everything goes as I planned tonight, but if not I'll do it by myself !!!!!",Positive
"My daddy be killing me when he act like he got shit to do &amp; don't be doing a damn thing !,",Negative
Oomf completely embarrassed himself lastnight but I'm still tryna ''get on his level'' !! waab !,Positive
"But then again he not een my baby, but I definitely want him to be : ( !!",Neutral
"Ion owe you shit what you do for me, you ain't sell this work, you ain't shoot for me.",Negative
So glad I don't have to depend on Brian to take me to work anymore !!,Positive
My daddy just texted me &amp; said ''GO TO BED EARLY GOTTA TAKE EXAM TOMARR '' I'm weak he childish !,Negative
@JasssMe_Up is most definitely the gurlfriend because she favorited all my tweets attempting to wake me up!!!,Positive
"My bestfriend is soooo gay, he said if you gon hit me hit me right, its sooooo damn ewwww!!",Negative
"I'm waab at Americas Supernanny, the mama told the sons she was gon tell their teachers if they don't go to bed!!",Positive
"Remember every body was waiting on last summer &amp; aint shit happen fr . It was a couple moments , but it wasn't shit .",Negative
"Lh I remember my daddy got mad cause I was taking Brandon dreads down , &amp; was talking all shit .",Negative
"@_RayRayBEE I seeee it , but i dont wanna talk . Im trying to dooo some .",Neutral
"@_RayRayBEE mannnn yea . Dang , are you getting mad ? You PETTY dawggg :/",Negative
Awwww Trevonnn wanna retweet shit from last night ? .... Lemme go do that right fast,Positive
"This boy got hit by a car , but aint shit wrong himmm . My granny got mad cause I said his asss wasn't even supposed to be here he EXPELLED",Neutral
Lhhh fck Tim &amp; Alexissss . That bitch aint my best friend no more -___- :/,Negative
My lil sister nasty asss slept in her shoes . Im finnna SNITCH !!! Lbs.,Negative
Now I a give anything just for him to be HERE !!! &lt;&lt;&lt;&lt; RIP &amp; HBD mannn.,Negative
"Every time I go to ihop , I never get pancakes. Today I got these caramel ones &amp; they was fareeee &gt;&gt;&gt;",Positive
My lil brother just said he think our lil sister Erica going be ugly &lt;&lt;&lt; ctfu.,Negative
I guesss Trevonnn wanna say good morning tooo ? Or he just getting mad for no reason.,Neutral
@ttboutadolla I'm not none of that just a loner lol and ugghh do something lol,Neutral
"She ugly as fuck though, why she keep fumbling with that nappy ass hair #Catfish",Negative
@_kadijahhhhhhh you one retarded ass girl just make sure your mug shot look better then mine.,Negative
My mama the only person get mad at me cause ion wanna eat what she cooked.,Neutral
"Lmfao at Tiara, these hoes does the most for no reason lol. It's 2013 TT, fuck it.",Negative
The fact this man call his self being mad at me cause he in the wrong.,Neutral
"@ttboutadolla Ian seen you yet, you probably a brick house... But ion doubt it. Just fat and happy lol",Positive
@ballfirst you don't have to use a recruiter up there if you're a resident of mobile shit you act like you don't come home,Negative
"Your priorities fucked, what Wale say... Put no nigga over your seed, get your figures up by all means.",Negative
"Smh I have come to the realization this man ain't gone do right, so fucking what.",Negative
@YNBMCuttin_Up oh Ian know I had that shit I'm glad you heard that for me.,Positive
@redb396 the hell is dat and wer u go lastnite call me on mi new num bruh,Negative
Bout to fie up b 4 I go to this sherriff office! ...go c bout dis shit smelling like a pound #,Negative
"Dat nigga Jean Cime ain't wrote a nigga yet, Smh...my mf nigga*...Smh....wuts up wit dat G. @jesse_summerall ? I knw u dne talk to my woe.",Negative
My daddy finna blow me im like okay man just stop talking i ain't even did nun and u tweaking,Negative
- Whenn Yoo Booyfriennd Got ALL THE HOES buut saay Youu Thee Onnly Onee .,Neutral
@MarcoGotti_ aye @Trebo_Montana u gotta give @1FREAKISHLYFLYY da jacket back n do it again g cuz me n @BAMMAHOLICS ain't see it g lol....,Neutral
"Praying, here sitting with church member with daughter very sick in ER something real First Ladies do; will show cover that? #realministry",Neutral
"Pics coming soon ladies, check me out on YouTube cop that is the video and she fire! Always looking to get it in.",Positive
Be sure and check out @ChaChiGlobal @GlobalGDjs @globalgangsters @cnoteglobal on iTunes and the latest videos on you tube.,Positive
@JustCall_meRAE my bad @TOOCute_TOORED i thought u was a dude cause u look like 1,Neutral
@MaryxGoonette mf's got seeing n reading problems these days so they can't help it lol,Neutral
I could accept us not being together but i couldn't accept us not being friends and now it seems like i can,Negative
@CrazyiiChick u better stop hollering at me before u don't get no sleep f'ing w/ me,Negative
This girl i know came outside one day n her legs wasn't ashy they was scaly like a MF i said damn yo legs look fake w/ wrinkles,Negative
Was plannin on steppin out but I pass .I can't deal wit all that damn snow,Negative
Bitch you not....only thing  you doing is bring you body down at a early age,Negative
To make your self look bad at the end of the day...give your self a name that wasn't given by your parents if you know wat I mean,Negative
@Jadawg2 where my damn CD Sleepy told me come up da wat but we wasn't goin dat way den,Neutral
Play stupid n give me away if u want to da next nig ready to do wat u Dnt do,Negative
he said u jux gon have to tell her Ima confess shit u won't get shit outta me smh lmao,Negative
Fool head wudve been txtn or callin by now talkin bout get up lol smh,Negative
Den said do yall Christians Be thanking Jesus or do yall be cussing or wat,Neutral
", ' remember - last week - ii dropped ' her , ' off at ' your door right . ' before , ii dropped , ' her off ' we went . (( 4 rounds , hXe .",Neutral
", ' ii hate , snacks ii love , meals - a zXck ' that , ii can - feel ' so come , on gXrl ' wha - s ' the deal . '",Negative
", ' bring - your love baby , ' ii can bring (( my )) shame &gt; bring the , drugs ' baby , ii can bring - my pain .",Negative
", ' ii (( only )) list one - fight &amp;&amp; ' that was too that , nigga ' named (( love )) .",Negative
", ' going see me naked . - - &gt; for the first time . '",Neutral
", ' how you ' going , deny me , ' of my education .",Negative
", ' bout to just fall back like , last time and let our time come around . '",Neutral
", if you want a rider ? ' that's cool , let me know .",Neutral
", ii love bad bitches - that's my fucking , yeah ii like to fuck , ii gottah fucking problem . '",Negative
", 13 13 13 , ' VL VL VL - she coming sleep , by me . ' yes yes yes NO sleeping alone .",Negative
@MTHKRAZY Aweeee that Ain't Nobodyy She Knooo I'm Pink SavageK She Was Just Telling Me Some bout Dessi                            #FLAT,Neutral
"S/O to MY momma for bringing me a flatBread subway , Hot Cheetos &amp; some GUM (:",Positive
"All My Ex Girlfriends Bf Wanna Fight , Sit Down Fucc Nigga , Sheen Dont Fight Ova No Bitch Sept Fam.",Negative
If I could I would cut your dick off &amp; make you suck it ! Grrrr ...,Negative
@Hot_No_Oven kno she was lookin good today. Cnt wait til tomorrow imma splurge fa my baby,Positive
Guess when ii get home ii unpck sum more nd hang a few more pics...,Neutral
Lonng nites on da block ii remember nigga...went from alittle to alot &lt;---- (hell yeah) ii remember nigga #Bless,Positive
I get tired of hiding and running from oomf...she be with da shit at school..,Negative
Me and @18_Str8_Ballin was in the hall heavy today knowing that most of them clean mfs today gonna be ugly af tomar...kml,Negative
He would said that when I'm horny AF n got a 3 month rule ughhh,Negative
I need to find sumbody that will treat me ritte n don't know my friends,Negative
BITCHES LIKE WHEN THEY HOMEGIRLS BE LIKE WHAT UP BITCH BUT WHEN A NIGGA BE LIKE BITCH SHUT UP HOES BE LIKE WHO YOU CALLIN A BITCH,Negative
im finna walk across the street n ask to shoot a gun (: loll .,Neutral
"im loaded , im faded , im blessed bitchh .. I MADE IT ! #2O13",Positive
"then i called kendric , and i was talkin to this mf VOICEMAIL !!! lmaoo .",Negative
"@_ISlapNiggasToo noo like , she juss actin retarded like she cnt comprehend ! &amp; we juss ignorin ha ass lol .",Negative
"Im soo light mann , you know I been in the huse for a long time ..",Neutral
ima tell oomf about hisself lol .. bt he be making me soo fuckin MAD ! I juss dnt say nun ...,Negative
"he GOT a crush on my bestfriend , HAD a thingg for my sister ..lmaoo . IANN LIENN !",Positive
"kelasia needa take her ass to golden corral , big hungry fat ass lmfaoo .",Negative
"@iAmPoobieee tryna see wassup for tonight ... I see you got them dookies , owwweeee (; lol .",Neutral
Fat tuesday i had my own cup lmaoo . First time i got drunk ..,Neutral
