standard_american_english,sae_labels
I think moving to Atlanta and graduating will be the best thing I will do this year.,Positive
"After I smoke this blunt with Doobie and Demoriae, I'm done until soccer season is over.",Neutral
Last night was great. I had to do something with my friend Cole before he left for Kentucky again.,Positive
Me and Rock will go get high either Friday or Saturday. We need to gather the team together.,Neutral
This pain though!! I'm waiting for the ibuprofen and half a tablet to kick in.,Negative
"I should have worn some underwear, my genitals are very cold with these thin jogging pants on.",Negative
"@Sincerely_Swagg is currently in twitter jail, but he said your girlfriend is a freak at Shades Valley and told me to tweet you back.",Neutral
"It was just a dream, but if it's true... I just hope it isn't true.",Neutral
"I'm going to come over there and spend the night, brother, or I won't have any way to get back.",Positive
I got that smoking stuff from my dad's side because my mom doesn't touch that stuff.,Neutral
"I'll keep my little dot a little bit, me and my guy cut the rest haven't been down like my real round.",Neutral
It's too early for you to be sending me those kinds of messages and can't spell. #NotIn2013,Negative
"Happy birthday to my only nephew, he is 2 years old. Love you, Cam Cam. :)",Positive
"I'm about to take a power nap. I just ate, so I'm ready to crash...lol. Baby, I'll tell you. :)",Positive
"We're on code blue tomorrow, so if you have to go, oh my god, be careful.",Neutral
"I'm eating Crunch 'n Munch...my daughter didn't see them, she would have beaten me. lol",Positive
Good afternoon...my daughter calls and breaks my sleep every time. lol She knows I'm a night owl.,Positive
"While I work hard to provide for my daughter on my own, you are laying up with women, only thinking of yourself and your partner.",Negative
You will see the consequences when you get older. You will see the consequences if you keep going on your adventures.,Negative
"My mother was a virgin, and God is my father. I am a miracle baby. Auntie, you are shocked.",Positive
"The three things that can ruin a person's reputation in these streets are: they are snitching, they have AIDS, or they are associated with undesirable individuals.",Negative
I did that because the person I care about hates being called 'bae' and I hate being called 'dread'.,Negative
I do not care about a person as long as my female companions love me.,Negative
"People see other people every day but talk in an exaggerated way on Twitter. Come on, this cannot be life.",Negative
"I may not be the wealthiest person in the world and I may not have the most female companions, but at the end of the day, I just want everyone to understand me.",Neutral
"All I can tell you is do not try to get revenge, let karma take care of it, you feel me?",Positive
"I woke up at around 6 AM this morning thinking it was around 6 PM yesterday evening, shaking my head. I slept through my whole Sunday.",Negative
"@CandyRed_92 you didn't answer my question, what do you do when I have jury duty?",Neutral
I heard people have extra kids on the way and that's not good. Haha.,Negative
Who wants to come take down this Christmas tree for me? That's what you do on New Year's Day.,Neutral
I signed a petition! Who do I need to thank for the cancellation of this show? Did we really need to see this?,Positive
It is nice to wake up to an email saying my daughter has used up all the family's shared minutes. I am very upset!,Negative
"Haha, Tasha had to sit on top of the first aid kit just to close it!",Positive
"Most of the girls on my line are 9s, a couple are 10s, but all my girls are hard to find.",Positive
"Lord, please let my brother pull through this. He can't leave us just yet!",Negative
"That's what's up, funny bun, but I'm about to small you my #.",Positive
"Bitch, okay, and you've got to be mad or jealous because you commented.",Negative
"I am a sinner who will probably sin again. Lord, forgive me. Bitch, don't kill my vibe.",Negative
"If you are a female and you believe that if he cares, he will text you first, it goes both ways.",Neutral
I know I'm mad that this guy I ordered shoes from up and vanished while I was on leave.,Negative
I want my stomach done and my colds. I like the Mardi Gras symbols.,Neutral
"Wish we could too! I mean, we ain't gonna do no work.",Neutral
My brother just makes me happy when I'm mad. He just acts silly.,Positive
I can't ever go to sleep at night for some reason. Maybe it's Twitter keeping me up.,Negative
Make sure every person who is willing to die with you is also willing to lie for you on the stand.,Negative
"Shout out to @Candie_Apple, my wife has been on the phone with her all day and is currently still on the phone with her now.",Neutral
"If you don't get a text or call, that person is done with you, so don't get mad if you text and I reply 'Who is this?'",Negative
"If someone has a problem, they should say it to my face directly instead of being passive-aggressive. I don't want any of that nonsense.",Negative
"He was the only one really getting hit... He told them he couldn't feel anything, so...",Neutral
"And girl, you are all of that... Whatever that is.... I'd sure like to know or find out.",Neutral
"If I'm mad, 10 times out of 10 you won't know it.. Unless I tell you.",Neutral
"@Dat_Boi_Reedy, you've got a tongue. I've got one too. I'm a girl, I know what they like. You? Step up your game and then talk to me.",Neutral
I need to find more people who have Xbox Live so I can play with someone.,Neutral
"You all are cute, but remember that if she would cheat on him with you, she will also cheat on you too.",Negative
"When we were walking on Beaconsfield, you and Michelle didn't try to jump those white boys, did you? And I know that.",Neutral
"This person said Dania, could have at least said Deana. I would have known you tried.",Negative
"I'm glad we don't have practice tomorrow, I don't have to worry about being tired when I come home.",Positive
"I'm going to have another one, just not yet. It's too much work cleaning up.",Neutral
"I'm not a lesbian or anything, but this Rihanna girl has got me thinking with her complex photos.",Neutral
