standard_american_english,aae_from_sae
"I've been on Twitter since 2009, and today, January 30, 2013, I finally reached 1,000 tweets lol. I guess I'm still a newbie lol, a Twitter virgin.","Ah been on Twitter since 2009, and today, January 30, 2013, I finally hit 1,000 tweets lol. Ah guess Ah still a newbie lol, a Twitter virgin."
"Get lost in the night, faded off the brown, we can take shots of that, the whitest nigga around.","Lost in de night, faded off de brown, we can take shots of dat, de whitest nigga 'round."
@BlowMeLoud we both know very well that's not how you would reply if it wasn't public on Twitter. I swear you're good though. I don't care at all anymore.,@BlowMeLoud we both know for real that ain't how you'd reply if it wasn't out here on Twitter. I swear you's good tho. I don't care no more.
"COMING STRAIGHT FROM COMPTON, A WILD INDIVIDUAL NAMED ICE CUBE... THAT'S WHAT I'M LISTENING TO. CLASSIC N.W.A!!!","COMING STRAIGHT FROM COMPTON, A WILD INDIVIDUAL NAMED ICE CUBE... THAT'S WHAT I'M LISTENIN' TO. CLASSIC N.W.A!!!"
I just had the best TV dinner in my life!!! Stouffer's is so on point!!!!!,Ah just had de best TV dinner in mah life!! Stouffer's be on fleek!!!!!
I remember back when you didn't have to be a VIP to smoke in the club! True old-school spirit... right here:-) :-) :-),Ah remember back when you didn't have to be no VIP to smoke in the club! True old-school spirit... right here:-) :-) :-)
"That purple and gold team is performing well out there, little man. Clemson's running back needs to increase his weight.","Dat purple an gold team be doin' good out dere, little man. Clemson's runnin' back need to up his weight."
I might have a bit of a challenge because we have games and track meetings scheduled simultaneously.,"Ah might be havin' a lil' challenge 'cause we got games and track meetings goin' on at the same time, ya know?"
I have the perfect cousin to be on American Idol; she knows who she is!,Ah got the perfect cousin to be on American Idol; she know who she is!
"@justSandi There is no update yet, but I have been invited to meet with the faculty, staff, and students at the University of Georgia.","@justSandi Ain't no update yet, but I got invited to meet wit da faculty, staff, and students at da University of Georgia."
@jusSandi lol... I am going to do a lot of research on the people. They have already given me my schedule for that day.,@jusSandi lol... Ah gon' do a whole lotta research on them folks. They already gave me mah schedule fo' dat day.
"Yesterday, #OOMF said, if you want to increase your success, you have to double your failures... You can't succeed at something you don't try.","Yesterday, #OOMF said, if you wanna increase yo' success, you gotta double yo' failures... You can't succeed at something you don't try."
"People take an annual trip home, and return all cultured and such.","Folks be takin' anna yearly trip home, and comin' back all cultured and such."
That moment when you can't walk with your dog because its leash is causing back problems #FirstWorldProblems,Dat time when you can't walk wit yo dog 'cause its leash be causin back probs #FirstWorldProblems
Sometimes you have to scratch beneath the polished exterior to see what something is truly made of.,Ah sometimes you gotta scratch under dat polished exterior to see what somethin's really made of.
@ShutUpJme But why??? I'm laughing... the Lord must have had a reason for placing you in my life... *Fights through the ignorance* lol...,@ShutUpJme But why??? I'm laughin'... the Lord musta had a reason for puttin' you in my life... *Fights through the ignorance* lol...
@CohesIVElyME_XX lol... that's from one organization to another... not from brother to brother.,@CohesIVElyME_XX lol... dat's from one orga'n tuh another... not from bro tuh bro.
"Good God, I don't care if he doesn't know what's going on. If he isn't going to do it, then he'll get in trouble.","Ah tell ya, Ah don't care if he don't know what's goin' on. If he ain't gon' do it, then he gon' get in trouble."
"Going back to sleep, I have a couple more hours of rest until I have to get ready for work.","Goin' back to sleep, I got a few more hours of rest 'til I gotta get ready for work."
"Women will always mention my name, @MyRainbowsBrite and @My_Cutieness, you know who I'm referring to.","Women always gon' mention my name, @MyRainbowsBrite and @My_Cutieness, you know who I'm talkin' bout."
People call me promiscuous because I date people older than me. I'm not promiscuous; it's just that individuals my age are so immature.,People call me promiscuous 'cause I be dating folks older than me. Ain't promiscuous; it's just that folks my age be so immature.
"@BossBitch_FckU tell her I said hey and tell the others too. I'll talk to you later, and let you get your rest.","@BossBitch_FckU tell her I said hey and tell the others too. I'll holla at you later, and let you catch some Z's."
"@Damn_RiteKema If you have something to say, please say it to my face.","@Damn_RiteKema If you got somethin' to say, please say it to my face."
"I would have said that's my original idea; I would have been beaten, kicked, stomped, and more, LOL.","I'da said dat's my own idea, I'd been beat, kicked, stomped, and more, LOL."
"Oh, by the way, I'm not sure condemning others to hell will get you to heaven.","Ah, by tha way, ah ain't sure sendin' folks to hell gon' git ya to heaven."
"Engaging in a detailed discussion about modifying time. Clearly, I'm in favor of just making a few adjustments.","Talkin' bout tweakin' time, ya know? Straight up, I'm down for just doin' a little fixin'."
@JRsBBQ Mobility will be key in both games. I'm liking San Francisco and Baltimore. #HarbaughBowl,@JRsBBQ Mobility gon be key in both games. I'm likin' San Francisco and Baltimore. #HarbaughBowl
Why did I drink coffee at 1 in the morning? Now I feel like I want to run through a wall.,Why I drink coffee at 1 in da mornin'? Now I feel like I wanna run through a wall.
"I might as well have been unfaithful to you, as much as you accuse me of being unfaithful.","Ah might as well been unfaithful to you, as much as you accuse me of bein' unfaithful."
"Because if so, I'll have to unleash my inner devil...! WARNING! He's an evil person!","Cuz if so, I's gotta let out my inner devil...! WARNING! He be an evil person!"
"So, it's not healthy for you. Plus, you're going to have those bags under your eyes!","So, it ain't good for you. Plus, you gon' have them bags under your eyes!"
The man claimed that I wouldn't care if my daughter were raped because she would be dead. What on earth?!,Da man said I wouldn't care if my daughter got raped 'cause she'd be dead. What in the world?!
I can't wait to tell my children how many times I've survived the end of the world.,Ah can't wait to tell my kin how many times Ah survived the end of the world.
"@COB_NOFEELINGZ I know where you're from; he said you know him. Look at my picture; I just got off of him, bro.","@COB_NOFEELINGZ Ah know whuh you's from; he said you know him. Look at mah pic; I just got offa him, nigga."
"I have everything I ever wanted because she makes me better. @iLuvSavageloui3, she's better. She needs to wake up because these little guys will never reach her level.","I got all them things I ever wanted 'cause she makin' me better. @iLuvSavageloui3, she's the realest. She gotta wake up 'cause these little ones ain't never gon' reach her level."
"Relationships where we can argue and work things out, no to breaking up, stay faithful, laugh at rumors, and share real love.","Relationships where we can argue and work things out, no to breakin' up, stay faithful, laugh at rumors, and share real love."
"That man Cody thought he was untouchable, my friend wasn't afraid of anything! Men can't stand a real man when they see it, family! #RestInPeaceCody","Dat man Cody thought he was untouchable, my friend wasn't afraid of nothin'! Men can't stand a real man when they see it, fam! #RestInPeaceCody"
"Man, when the doctors said we couldn't see him, I almost lost my temper! How could you mean I can't see him? It's my family member! #RIPCODY","Aww man, when them doctors said we couldn't see him, I 'bout lost my cool! How you mean I can't see him? He my fam member! #RIPCODY"
@fvckinperfect @Iam_cello I'm going to see if I can get a ride over there after school.,@fvckinperfect @Iam_cello Ah gon' see if ah kin catch a ride over dere after skool.
