standard_american_english,african_american_english
The fact that this man calls himself being mad at me because he is in the wrong.,The fact this man call his self being mad at me cause he in the wrong.
"@ttboutadolla I haven't seen you yet, you probably look great... But I don't doubt it. Just fat and happy, lol.","@ttboutadolla Ian seen you yet, you probably a brick house... But ion doubt it. Just fat and happy lol"
@ballfirst you don't have to use a recruiter up there if you're a resident of Mobile. You act like you don't come home.,@ballfirst you don't have to use a recruiter up there if you're a resident of mobile shit you act like you don't come home
"Your priorities are messed up. What Wale says... Don't put anyone over your child, get your finances in order by all means.","Your priorities fucked, what Wale say... Put no nigga over your seed, get your figures up by all means."
"Shaking my head, I have come to the realization that this man is not going to do right, so what.","Smh I have come to the realization this man ain't gone do right, so fucking what."
"Oh, I know I had that. I'm glad you heard that for me.",@YNBMCuttin_Up oh Ian know I had that shit I'm glad you heard that for me.
"What the hell is that? Where did you go last night? Call me on my new number, man.",@redb396 the hell is dat and wer u go lastnite call me on mi new num bruh
I'm about to fire up before I go to this sheriff's office! I need to see about this situation smelling like a pound.,Bout to fie up b 4 I go to this sherriff office! ...go c bout dis shit smelling like a pound #
"That guy Jean Cime hasn't written anything yet. My friend... what's up with that, G? I know you don't talk to my girl.","Dat nigga Jean Cime ain't wrote a nigga yet, Smh...my mf nigga*...Smh....wuts up wit dat G. @jesse_summerall ? I knw u dne talk to my woe."
"My dad is about to blow up on me. I'm like, okay man, just stop talking. I haven't even done anything and you're tripping.",My daddy finna blow me im like okay man just stop talking i ain't even did nun and u tweaking
When your boyfriend has all the girls but says you are the only one.,- Whenn Yoo Booyfriennd Got ALL THE HOES buut saay Youu Thee Onnly Onee .
"@MarcoGotti_ hey @Trebo_Montana you need to give @1FREAKISHLYFLYY the jacket back and do it again because me and @BAMMAHOLICS didn't see it, lol.",@MarcoGotti_ aye @Trebo_Montana u gotta give @1FREAKISHLYFLYY da jacket back n do it again g cuz me n @BAMMAHOLICS ain't see it g lol....
"Praying, sitting here with a church member whose daughter is very sick in the ER. This is something real First Ladies do; will that be covered?","Praying, here sitting with church member with daughter very sick in ER something real First Ladies do; will show cover that? #realministry"
"Pictures coming soon, ladies. Check me out on YouTube; that video is fire! Always looking to get it in.","Pics coming soon ladies, check me out on YouTube cop that is the video and she fire! Always looking to get it in."
"Be sure to check out @ChaChiGlobal, @GlobalGDjs, @globalgangsters, and @cnoteglobal on iTunes and the latest videos on YouTube.",Be sure and check out @ChaChiGlobal @GlobalGDjs @globalgangsters @cnoteglobal on iTunes and the latest videos on you tube.
"My apologies, I thought you were a guy because you look like one.",@JustCall_meRAE my bad @TOOCute_TOORED i thought u was a dude cause u look like 1
"People seem to have problems with seeing and reading these days, so they can't help it, lol.",@MaryxGoonette mf's got seeing n reading problems these days so they can't help it lol
"I could accept us not being together, but I couldn't accept us not being friends, and now it seems like I can.",I could accept us not being together but i couldn't accept us not being friends and now it seems like i can
You better stop yelling at me before you don't get any sleep messing with me.,@CrazyiiChick u better stop hollering at me before u don't get no sleep f'ing w/ me
"This girl I know came outside one day, and her legs weren't ashy; they were scaly like crazy. I said, 'Wow, your legs look fake with wrinkles.'",This girl i know came outside one day n her legs wasn't ashy they was scaly like a MF i said damn yo legs look fake w/ wrinkles
"I was planning on going out, but I decided to pass. I can't deal with all that snow.",Was plannin on steppin out but I pass .I can't deal wit all that damn snow
You're not really doing anything; the only thing you're doing is bringing your body down at an early age.,Bitch you not....only thing  you doing is bring you body down at a early age
"You're making yourself look bad in the end. Give yourself a name that wasn't given by your parents, if you know what I mean.",To make your self look bad at the end of the day...give your self a name that wasn't given by your parents if you know wat I mean
"@Jadawg2, where is my CD? Sleepy told me to come up there, but we weren't going that way then.",@Jadawg2 where my damn CD Sleepy told me come up da wat but we wasn't goin dat way den
Play stupid and give me away if you want to; the next person is ready to do what you don't do.,Play stupid n give me away if u want to da next nig ready to do wat u Dnt do
"He said you're just going to have to tell her I'm going to confess. You won't get anything out of me, shaking my head, laughing my ass off.",he said u jux gon have to tell her Ima confess shit u won't get shit outta me smh lmao
"A fool would have been texting or calling by now talking about getting together, laughing out loud, shaking my head.",Fool head wudve been txtn or callin by now talkin bout get up lol smh
"Then he asked, do you Christians thank Jesus or do you curse or what?",Den said do yall Christians Be thanking Jesus or do yall be cussing or wat
"Remember last week, I dropped her off at your door. Right before I dropped her off, we went for four rounds.",", ' remember - last week - ii dropped ' her , ' off at ' your door right . ' before , ii dropped , ' her off ' we went . (( 4 rounds , hXe ."
"I hate snacks, I love meals - something that I can feel, so come on girl, what's the deal?",", ' ii hate , snacks ii love , meals - a zXck ' that , ii can - feel ' so come , on gXrl ' wha - s ' the deal . '"
"Bring your love, baby. I can bring my shame; bring the drugs, baby. I can bring my pain.",", ' bring - your love baby , ' ii can bring (( my )) shame &gt; bring the , drugs ' baby , ii can bring - my pain ."
"I only lost one fight, and that was to that guy named Love.",", ' ii (( only )) list one - fight &amp;&amp; ' that was too that , nigga ' named (( love )) ."
You're going to see me naked for the first time.,", ' going see me naked . - - &gt; for the first time . '"
How are you going to deny me my education?,", ' how you ' going , deny me , ' of my education ."
I'm about to just fall back like last time and let our time come around.,", ' bout to just fall back like , last time and let our time come around . '"
"If you want a ride, that's cool. Let me know.",", if you want a rider ? ' that's cool , let me know ."
"I love bad women - that's my thing. Yeah, I like to have fun, I have a problem.",", ii love bad bitches - that's my fucking , yeah ii like to fuck , ii gottah fucking problem . '"
"13 13 13, she is coming to sleep by me. Yes, yes, yes, no sleeping alone.",", 13 13 13 , ' VL VL VL - she coming sleep , by me . ' yes yes yes NO sleeping alone ."
"Aww, that ain't nobody. She knows I'm Pink Savage. She was just telling me something about Dessi.",@MTHKRAZY Aweeee that Ain't Nobodyy She Knooo I'm Pink SavageK She Was Just Telling Me Some bout Dessi                            #FLAT
"Shout out to my mom for bringing me a flatbread from Subway, hot Cheetos, and some gum.","S/O to MY momma for bringing me a flatBread subway , Hot Cheetos &amp; some GUM (:"
"All my ex-girlfriends' boyfriends want to fight. Sit down, you fool. I don't fight over a woman, except for family.","All My Ex Girlfriends Bf Wanna Fight , Sit Down Fucc Nigga , Sheen Dont Fight Ova No Bitch Sept Fam."
"If I could, I would cut off your manhood and make you suck it! Grrrr ...",If I could I would cut your dick off &amp; make you suck it ! Grrrr ...
"@Hot_No_Oven knows she was looking good today. Can't wait until tomorrow, I'm going to spoil my baby.",@Hot_No_Oven kno she was lookin good today. Cnt wait til tomorrow imma splurge fa my baby
