aae_from_sae,standard_american_english
"@KrazziiAzzMii So Khianna, I texted you and you ain't text me back, and I talk to Quail every day.","@KrazziiAzzMii So Khianna, I texted you and you never texted back, and I talk to Quail every day."
"It was a wild day yesterday; my ex kept blowin' up my phone. I had to threaten her with legal action 'cause they ain't the best of friends, lol.","It was a crazy day yesterday; my ex kept blowing up my phone. I had to threaten her with legal action because they are not the best of friends, lol."
Little do they know that the ones he messin' with either had or was gonna have his kids.,Little do they know that the ones he is involved with either went or were going to have his kids.
"If folks would go hang out with the Baptists, recovering addicts, drug dealers, coworkers, or even school friends, a lot of this nonsense goin' around would stop.","If people would go hang out with the Baptists, recovering addicts, drug dealers, coworkers, or even school friends, a lot of this nonsense going around would stop."
"Trust me, I been in this game for almost 30 years; I was born into it.","Trust me, I have nearly 30 years in this game; I was born into it."
"They say snitches get stitches; well, guess what? I'm snitchin', and if I get stitches, oh well, I ain't dead.","They say snitches get stitches; well, guess what? I'm snitching, and if I get stitches, oh well, I'm not dead."
I'm on my way out to handle some last-minute business. I can't stand this weather and I hate leavin' my Jo Jo more than ever.,I'm on my way out to take care of some last-minute business. I hate this weather and I hate leaving my Jo Jo more than ever.
"I'm always single; I just want women to understand that I talk to other women, and that's just how it is. I ain't sleepin' with 'em.","I'm always single; I just want women to accept that I talk to other women, and that's just the way it is. I don't have sex with them."
"I wish I coulda stayed with my babe, but I gotta bring in the New Year with my family.","I wish I could have stayed with my babe, but I have to bring in the New Year with my family."
"I tried to record it, but it was too dark. His girl caught him with another chick in her crib.","I tried to record it, but it's too dark. His girlfriend caught him and another girl in her house."
"I'm in the city, baby. I got you on Friday when that little thing come through.","I'm in the city, baby. I got you on Friday when that little thing comes through."
"Like I said before and I’ll say it again, all y’all can suck Donta's dick. What’s good?","As I said before and will repeat, all of you can suck Donta's dick. What about it?"
"I wanna hit up Lakeside, but I can’t stand bein' out there all day.","I want to go to Lakeside, but I hate being out there all day."
Them answers ain't on Google! I don’t know what Cheatham got us doin'! Ugh.,Those answers aren't on Google! I don't know what Cheatham has us doing! Ugh.
I'm thinkin' 'bout hittin' up school next week... #never give up on yo dreams and goals.,I'm thinking about going to school next week.... #never give up on your dreams and goals.
"That feelin' when you got feelings for a girl and she already taken... she know 'cause I told her, but if yo girl do you wrong, I’ll treat you right. #fwm","That feeling when you have feelings for a girl and she is already taken... she knows because I told her, but if your girl does you wrong, I'll treat you right. #fwm"
"People get rich and act different... I’mma be the same person I was when I used to ask for a cigarette. The difference gon' be: I could buy the store, but I’m still the same.","People get rich and act differently... I will be the same person I was when I used to ask for a cigarette. The difference will be: I could buy the store, but I'm still the same."
"@FuturisticThug aight, I know you got a girl and all... I’m just talkin' nonsense #but you know that.","@FuturisticThug okay, I know you have a girlfriend and all... I'm just talking nonsense #but you know that."
"@parish274 that girl don’t want me... I don’t know why she run away so much... I mean, I ain't ugly and the D and the T is Tony the Tiger, great! #ERRRRRSWERVE.","@parish274 that girl doesn't want me... I don't know why she runs away so much... I mean, I'm not ugly and the D and the T is Tony the Tiger, great! #ERRRRRSWERVE."
"Legs behind yo' head, gettin' in them holes and touchin' souls, all the way in and all the way out, lickin' 'round the clit and oh my goodness!","Legs behind your head, entering holes and touching souls, all the way in and all the way out, licking around the clitoris and oh my goodness!"
"I want me a girlfriend, a friend, and a companion. It's been 2 years, 2 months, and 19 days since I been in love. I kinda miss that feelin'. Yeah, I know the timeframe. I loved her.","I want a girlfriend, friend, and companion. It has been 2 years, 2 months, and 19 days since I have been in love. I kind of miss the feeling. Yes, I know the timeframe. I loved her."
"@Ratchet_tweet29 get on top and wrap yo' legs 'round my head, legs locked in position. That's a sexy thought.","@Ratchet_tweet29 get on top and wrap your legs around my head, legs locked in position. That's a sexy thought."
"@getyuwet Good mornin', you beautiful, sexy, freaky, pussy-eatin', nasty-talkin', gorgeous, hot, and ready slick-talkin' person. Good sexin' pretty muthaf***a, haha, all of that!","@getyuwet Good morning, you beautiful, sexy, freaky, pussy-eating, nasty-talking, gorgeous, hot, and ready slick-talking person. Good sexing pretty motherf***er, haha, all of that!"
@CeeLoGreen I need a music mentor. Watchin' you on The Voice shows me that we would clash well together. I live off Camp Creek. My link on my page.,@CeeLoGreen I need a music mentor. Watching you on The Voice shows me that we would clash well together. I live off Camp Creek. My link is on my page.
"Orange Lampung, chillin' in Lampung. When I hear that Lampung language, it hit different, especially with all that Lampung script, oh my.","Orange Lampung, living in Lampung. When I meet the Lampung language, I feel overwhelmed, especially when it involves all the Lampung script, oh my."
"Man, I swear on God, that fine person on #LAHH Yandy is so cute, I’d do some things just to be next to her. She a beautiful little chocolate.","Damn, I swear to God that gorgeous person on #LAHH Yandy is so fine, I would do some things to be next to her. She's a beautiful little chocolate."
"I ain't doin' it for nobody else, and I bet ain't nobody gon' give you your #Peaches. LOL, flex on your life.","I won't do it for anyone else, and I bet nobody is going to give you your #Peaches. Laughing out loud, flex on your life."
"I don’t know what it is 'bout my sister friend, but every time I see her, I just wanna see her more. We ain't even gotta do all that, just let me know somethin'.","I don't know what it is about my sister friend, but every time I see her, I want to see her some more. We don't even have to do all that, just let me know something."
"I'm just a #LIBRA. I ain't mean no harm, I’d rather keep you warm, and I ain't tryna have sex, but I can be your charm. I don’t even know where that came from.","I'm just a #LIBRA. I don't mean any harm, I would rather keep you warm, and I'm not trying to have sex, but I can be your charm. I don't know where that came from."
