standard_american_english,african_american_english
"@Cool_Az_Mell I just woke up my friend, you know I work overnight and get off at 7 in the morning.",@CoCkY_AzZ_mEll I just woke up my nigga u know I work ova nite ion get off till 7 in da morning
"@_YellowPharaoh_ I was going to tell you that she told us it wasn't due until next week, but if I didn't tell you, you were going to actually do your work.",@_YellowPharaoh_ I was gon tell you she told us it wasn't due till next week but if I didn't tell you you was gon actually do your work
"@_Twitler_, could you please explain what an op-ed is? I am considering the possibility of entering into business with you, but I would like to receive more information first.","@_Twitler_ may you explain what an op-Ed is? I may contemplate entering into business with you, but not before I receive more information"
"Tweeting in such ways also causes me a slight amount of discomfort, as I am not accustomed to thinking in this manner.",Tweeting in such ways also causes my head a slight amount of pain as I am not used to thinking in this manner
"Mom brought home the drug test one night, but I was asleep when she got home, and I saw it on the dining room table at about 2 a.m.","Moms brought home the drug test one night bt I was sleep when she got home , and I saw it on the dining room table at like 2aM"
You can achieve it. You can achieve it. You can achieve it. You can achieve it.,You can get it you can get you can get it you can get it
"This movie always improves my mood. LMAO, he's hilariously funny, and his brother is too.",This Movie always make my mood better Lmaoo he funny as hell &amp; his brother
"You might invest a lot of money, but you're guaranteed to stay happy and get a girlfriend...",Ya might invest lots if money but ya guaranteed to stay happy and get ya some pussy...!
"Certainly, there are other fish in the sea, but you will always be my Nemo.","Sure There Are Other Fish In Th Sea , But You Will Always Be My Nemo"
"Everyone is showing up tonight, but I don't have a ride to go anywhere.","Eveeybody Turning Up ToNight , But I Don't Have A Ride To Go No Where"
"@Justt_Mandyy, how was church on New Year's Eve? I need to start attending church again!",@Justt_Mandyy  how was church on New Year's Eve ? I need to get back to going to church!!
"@Redskin_Girl With Robert Griffin III and Alfred Morris on our side, we can make it happen. Hail to the Redskins!!!","@Redskin_Girl  With RG3 and Alfred Morris on our side, we can make it happen. HTTR!!!"
"@JasonJwhite5 We are the hottest team in the NFC, nobody is challenging us right now! Let's keep it that way, HTTR!","@JasonJwhite5  We tha Hottest team in tha NFC, ain't nobody fuck'in wit us right now!!! Lets keep it that way, HTTR!!"
@SKINSNATION2012 Don't let them foolish people give that award to Luck or Wilson. It belongs in D.C!! HTTR!!,@SKINSNATION2012 don't let them fools give that award to Luck or Wilson. It belongs in D.C!!! HTTR!!
"@F8pTrui8EKbd6 I'm in. I just need a key. And yes, you are very attractive! Are you a fan of the Skins? I hope so. We need more attractive fans (female).",@F8pTrui8EKbd6  I'm in. I just need a key. And yes u are Very Sexy!! Are you a Skins Fan? I hope so. We need more sexy fans( female).
"@FatBradPit I understand, you can now go everywhere on the subway. My father used to drive the Metro!","@FatBradPit  I know, you can go everywhere now on the subway. My old man used to drive the Metro!"
"@__zebraaa Cute kid, nice tattoo, and let the men handle the grill. I see a Michael Jackson moment waiting to happen.","@__zebraaa  Cute kid, nice tatt, and let the men handle the grill. I see a Michael Jackson moment waiting to happen"
"@deedeehttr I'm originally from Northeastern D.C., so we're keeping it real with East Coast style. Burn one for your friend!","@deedeehttr I'm originally from N.E D.C, so we keeping it real east Coast style. Burn one for your boy!!"
"@BamaDJs I'm not a DJ, but I know a couple of DJs, and I will tell them about your site!","@BamaDJs  I'm not a DJ but I know a couple DJ, and will tell them about your site!"
"@KenBee, you have the Lakers and Michael Jordan mentioned together in your bio.",@kenbee_ u have Lakers and mike Jordan in the same sentence in your bio tho
My cell phone is turned off until I pay my bill. Please direct message me or email me so I can send you some marijuana that I currently have.,@FizzleDollas man my cell off till I pay what I owe lol. Dm me ya email so I can send u a few rough joints I got right now
"The day says what doesn't kill you only makes you stronger, so two drinks a night should help me live longer, laugh out loud.",Day say wat don't kill u only make u stronger so two drinks a nite should help mhe live longer lol
"@Wenzroc ctfu, a little of both, but it's cool. I'm slowly resurfacing, and I still have until I'm 25 to grow another inch or two... or five, God knows how much.",@Wenzroc ctfu a lil of both but its cool im slowly resurfacing and i still got till im 25 to grow another inch or 2......or 5 God knows ard
"@WillyWarbucks Tyrese - I want to go there, Tank - Sex, Love, and Pain, Trey Songz - Ready","@WillyWarbucks Tyrese - I wanna go there, Tank - Sex, Love, and Pain, Trey Songz - Ready"
She is peculiar for wanting her son to be both. Why would you want your child to be both Muslim and Christian? Shaking my head.,She is weird for wanting her son to be both!!! Why would u want ur child to be Muslim and Christian??? Smh
"I just took a pill because my neck was hurting, now I'm getting sleepy! If I go to sleep, I won't be able to study!","I just took a pill bcuz my neck was killing me,now im getting sleepy!!! If i go to sleep i wont study!!!"
"If I had a boyfriend, he would be made with Ms. Novod, as she takes away from all my free time.","If i had a boyfriend he would b made with ms.novod,, she takes away from all my free time"
"@ray_bandzman I have faith in you, nephew. It has happened to the best of us in many ways, but you will make it through. You're young but old enough to know.",@ray_bandzman I got faith in you neph it happend to the best of us many ways you'll make it through your're yung but old enuff to know
"I'm really missing my babies @eAt_My_BEautE, @jaydahbaddest, @mzJulinda, and my baby girl @My_BeautyKillz... Can't wait to see them!!!","Im really missing my babies @eAt_My_BEautE , @jaydahbaddest , @mzJulinda , and my baby girl @My_BeautyKillz .... Cant wait to see them ..!!!"
@Dew4yne I thought I was the only one who knew this song!!!!!!! 2 points to you.,@Dew4yne I thought I was the only one that new this song!!!!!!! 2points for you
"Someone really should text me because I have a new number. If you want it, just ask!",Somebody really should text me got a new number soo if u wany it ask !
@AlwaysCheezin It's true. Just as he said. They were foolish for letting him go. Even if he broke all the rules.,@AlwaysCheezin its true. Just like he said. They stupid for letting him go. Even if he do break all the rules.
"Oh man. The Tigers lost. But on the bright side, the Tigers won, so everything is fine, right?","Aww man. The tigers lost. But on the plus side, the tigers won so everythings cool right?"
"When people ask you what you're doing and you're taking a bathroom break, what are you supposed to say?","When people ask you Wyd and you taking a crap, what you supposed to say?"
"I said it doesn't matter if I achieve my goal or not, because there will always be someone trying to take it away. So what I have to do is continue to strive for success.","I said it don't matter if I achieve my goal or not, there's gonna be some girl trying to give it up. So what I gotta Chase chicken heads for"
CJ's buttocks are becoming quite prominent because I refuse to give him any chips.,Cj fat butt is really cutting up because I will not give him some chips
