standard_american_english,sae_labels
"Damn, stop worrying about things that have nothing to do with you! Seriously, your mouth never stays closed because it's always running. Just be quiet.",Negative
"Oh my gosh, I've been up since 6:00 and was supposed to go to the doctor at 9:00, but my irritating mother didn't come to get me.",Negative
I think moving to Atlanta and graduating is going to be the best thing I do this year!,Positive
"After I smoke this blunt with Doobie and Demoriae, I'm done until soccer season is over.",Neutral
"Man, last night was really something. I had to hang out with my friend Cole before he left for Kentucky again.",Positive
Rock and I are going to get together either Friday or Saturday; we need to round up the team.,Neutral
This pain is really something! I'm waiting for the ibuprofen and half a tablet to kick in.,Negative
"I should have worn some underwear, man. My private parts are really cold with these thin jogging pants on.",Negative
"@Sincerely_Swagg I'm currently in Twitter jail, but he said your girl is a freak at Shades Valley. He told me to tweet you back.",Neutral
"It was just a dream, but if it's true... I just hope it isn't true.",Negative
"@OnMyWay24_ @joshuah883 I'm going to come over there and spend the night, or I won't have any way to get there.",Neutral
I got that smoking habit from my dad's side because my mom doesn't touch it.,Negative
"I'm going to keep my little circle small; me and my friend, because the rest haven't been as loyal as my real friends.",Negative
It's too early for you to be sending me those kinds of messages and you can't spell. #NotIn2013,Negative
"Happy birthday to my only nephew! He is 2 years old. Love you, Cam Cam! :-)",Positive
"I'm about to take a power nap. I ate now I'm ready to crash. Lol, bye, I'll tell you! :-)",Neutral
"We have a code blue tomorrow morning, so if you have to go, oh my gosh, be careful...",Negative
I'm up eating Crunch and Munch. My daughter didn't see them; she would have beaten me. Lol.,Positive
"Good afternoon! My daughter calls and breaks my sleep every time. Lol, she knows I'm a night owl.",Neutral
"While I stress to make a way for my daughter on my own, you are laid up with women only thinking of yourself and your girlfriend.",Negative
You will see the consequences when you get older. You will see the consequences if you keep going on your adventures.,Negative
"My mom was a virgin, and God is my father. I am a miracle baby. Auntie, you are shocked.",Neutral
"The three things that ruin a person's reputation in these streets are: they are snitching, they have AIDS, or they are involved with men.",Negative
I did that because my friend hates being called 'bae' and I hate being called 'dread.',Neutral
I don't care about anyone as long as my friends love me.,Negative
"People see each other every day but talk crazy on Twitter. Come on, this can't be life.",Negative
"I may not be the richest person in the world, and I may not have the most friends, but at the end of the day, I just want everybody to understand me.",Neutral
"@_TYLER_KUSH_ all I can tell you is don't try to get revenge, let karma take care of it, you feel me?",Positive
I woke up at 6 this morning thinking it was 6 yesterday evening. I slept my whole Sunday away.,Negative
"@CandyRed_92 you didn't answer my question, lol. What do you do when I have jury duty?",Neutral
"I heard some people have extra kids on the way and stuff. Oh no, lol.",Neutral
Ugh. Who wants to come take this Christmas tree down (and out) for me? That's what you do on New Year's Day.,Negative
Me! I signed the petition! Who do I need to thank for the cancellation of this show??? Did we really need to see this?,Negative
It's nice to wake up to an email saying my daughter has used up all the family shared minutes. I'm so angry!,Positive
"Lmao, Tasha had to sit on top of the first aid kit just to close it!",Positive
"Girls on my line, most of them are 9's, a couple of them are dimes, but all my girls are hard to find.",Positive
"Lord, please let my brother pull through this. He can't leave us just yet!",Negative
"@xNoVistorsAloudo, that's what's up, funny bun, but I'm about to small you my number.",Positive
"@DawgAssVanessa, okay, and you must be mad or jealous because you commented.",Negative
"I am a sinner who is probably going to sin again. Lord, forgive me, but don't kill my vibe.",Negative
"If you are a female and you believe that if he cares, he will text you first, it goes both ways.",Neutral
@Killin_Yo_Kixx lol I know I'm mad that the guy I ordered shoes from disappeared while I was on leave.,Negative
@SkinniButPlenti I want my stomach done and I like the Mardi Gras symbols.,Positive
@Who_You_Be_ lol... wow. I wish we could too! I mean we aren't going to do any work.,Neutral
My brother makes me happy when I'm mad. He just acts silly.,Positive
I can never go to sleep at night for some reason. Maybe it's Twitter keeping me up.,Negative
Make sure everyone who is ready to die with you gets on the stand and lies with you.,Negative
Shout out to @Candie_Apple. My wife has been on the phone with her all day and is currently on the phone with her now.,Positive
"No texts, no calls. If that person is done with you, don't get mad if you text and I reply, 'Who is this?'",Negative
"If someone has something to say, they should say it to my face. Don't be acting foolish.",Negative
He was the only one really getting hit. He told them he couldn't feel anything.,Negative
"And girl, you are everything... Whatever that means... I would really like to know or find out.",Neutral
"If I'm angry, you won't know it 10 times out of 10 unless I tell you.",Neutral
"@Dat_Boi_Reedy, you have a tongue. I have one too. I'm a girl, I know what they like. What about you? Step up your game and then talk to me.",Negative
I need to find more people who have Xbox Live because I want to play with someone.,Neutral
"You all are cute and all, but remember, if she would cheat on him with you, she will cheat on you too.",Negative
"@__BeyondBeau lol, so when we were walking on Beaconsfield, you and Michelle didn't try to confront those white boys?",Neutral
"This guy said Dania, could have at least said Deana. I would have known you tried.",Negative
I'm glad we don't have practice tomorrow; I don't have to worry about being tired when I come home.,Positive
"Lmao, I'm going to have another one, just not yet. It's too much work to clean up.",Neutral
"I'm not a lesbian or anything, but this girl @rihanna has me thinking with those complex photos.",Positive
"I can't sleep, but I'm going to lay down because I'm really mad!",Negative
