aae_text,sae_text
Niggas be like a i love my team but whan you be yo slef be like im not in that group lmfao friends anit shit,"People say, ""I love my team,"" but when you’re being yourself, they act like you’re not part of the group. Laughing, friends aren’t worth much."
I had to learn to be happy myself before I could be happy with  anyone else.,I had to learn to be happy by myself before I could be happy with anyone else.
Fuck him im done all on Twitter talkin about i miss layin next to her  wtf,"Forget him, I’m done. He’s all over Twitter talking about, “I miss lying next to her.” What the hell?"
Im pretty in a good gurl i dnt know why niggas keep fuckin over me frfr,"I'm pretty and a good girl. I don't know why guys keep messing me over, for real."
"""Girls always find things out, they might not say anything right away, but they know""","Women always find things out; they might not say anything right away, but they know."
Black roses 4 dis dyin' love Now we're breakin' up Since we're givin' up Black roses and Early Valentine Special delivery just for you and I,Black roses for this dying love Now we're breaking up Since we're giving up Black roses and Early Valentine Special delivery just for you and me
"""I'm not a perfect person, I make a lot of mistakes but still, I love those people who stay with me after knowing how I really am.""","I am not a perfect person; I make a lot of mistakes. Still, I love the people who stay with me after knowing who I truly am."
"""As a #Virgo you think that everything must be just right,and that leads you to begin criticizing this thing or that.""","As a #Virgo, you believe that everything must be perfect, and that causes you to start criticizing one thing or another."
All Man A Whole Day Without Me Findeling My Boobs Dats Not Fair So U Tellin Me I Can't Touch My Boobs 4 A Whole Day Tears :-(,An entire day without me touching my boobs? That’s not fair. So you’re telling me I can’t touch my boobs for a whole day? I’m so sad :-(
I do not like to talk about my problems because I hate to appear weak or vulnerable.,I do not like to talk about my problems because I hate to appear weak or vulnerable.
"""I will stop loving you when a mute guy, tells a deaf guy, that a blind guy, saw a legless guy, walk on water.""",I will stop loving you when a mute man tells a deaf man that a blind man saw a man without legs walk on water.
Finally N Da House Like Its Cold As Fuck Outside Wat I Need Is Some Damn Gloves.,Finally in the house since it’s really cold outside. What I need are some gloves.
""". Who Is My Momma To Tell Me How To Get My Hair , I Told Her She Gt Ha Own Head , She Bold!""",Who is my mom to tell me how to do my hair? I told her she has her own head. She’s bold!
"""@__Dariee  wht i had last time..cicero twist or whteva. & it ainn wht i wana get , its wht im gettn. She too strong""","""@__Dariee What I had last time... Cicero Twist or whatever. And it isn’t what I want to get, it’s what I’m getting. She’s too strong."""
""". Mfs Runnin Round Talkn Bout Love & Affection , Naww Yu Need Condoms & Protection""","People are going around talking about love and affection, but no, you need condoms and protection."
I Need Sum Pussy Shit Keep Playing On My Homie I'm Finna Get Safe Idgaf,"I need some sex. Stop messing with my friend, I'm about to get serious. I don't care."
Fuck The Judge Catch A Case Blow The 8 Put The Shots N His Face #FreeMe,"Forget the judge, get a case, fire the .38, shoot him in the face. #FreeMe"
I'm too obsessed with myself.... that's why I can't stay in a relationship long... oh well,I am too obsessed with myself... That is why I cannot stay in a relationship for long... Oh well.
"""So Beyonce didn't actually sing at the inauguration...... SO??? She still that bitch everybody wants to be""",So Beyoncé didn't actually sing at the inauguration... So what? She’s still the woman everyone wants to be.
I Can Give My Bae Aye Thousand Wayz Y I Love Yhu So Much #Baee Tweet,I can give my babe a thousand ways why I love you so much. #BaeTweet
"""Hoes mad cuz muggs dont fwthem nomore, nobody on touch my bro thats on  the bl49k""","Women are upset because people don’t associate with them anymore. No one should mess with my brother, that’s a promise from the neighborhood."
"""Ionnt want to give u the wrong impression , but I need love and affection .""","I don't want to give you the wrong impression, but I need love and affection."
@iUse_2GiveAF i like that dis darriell frm tagged you said wanted to get to kno me jus hit me up 8328489020.....,@iUse_2GiveAF I like that. This is Darriell from Tagged. You said you wanted to get to know me. Just contact me at 8328489020...
I hate when somebody talk about the same thing constantly like damn hoe I hear yu loud and clear I jus don't give ahh fuck...,"I hate when someone talks about the same thing constantly. Like, damn, I hear you loud and clear—I just don’t care."
No attitude jus be chillen.I new she wanted yu nd I cldnt do dat to her it wlda been sour..,"No attitude, just relaxing. I knew she wanted you and I couldn’t do that to her—it would have been wrong."
Ion like when plp *try* to tell me what to do..oh no bitch dats not how it works..,"I don’t like when people try to tell me what to do. Oh no, that’s not how it works."
@nobodybut_BRITT owwe I'm kinda ready now... I hate we don't take mrs.wallace Tuesday I miss argue with her,"@nobodybut_BRITT Oh, I'm kind of ready now... I hate that we don't have Mrs. Wallace on Tuesday. I miss arguing with her."
Going to sleep early got to get up at 8 in the morning for my appointment,I’m going to sleep early because I have to get up at 8 in the morning for my appointment.
God will keep sending the same ppl across your path until u learn the lesson u are meant to learn from them.,God will keep sending the same people across your path until you learn the lesson you are meant to learn from them.
Come kill me mfuck get bitch ass fuck we me niggz I not no mfuck cops mfuck,"Come at me, motherfucker. Get your cowardly ass over here with your people. I’m not the police, motherfucker."
Holy up bro lil Wayne I he'll no I we no limit soldiers my 3bro da or Mary Alex,"Hold up, bro. Lil Wayne? Hell no. We’re No Limit Soldiers—my three brothers are Mary and Alex."
Will talk get joke ok big fat joke I'm Kev klc you p.t Kevin earl,"Will talking get the joke? Okay, that's a big joke. I'm Kev KLC, you know, P.T. Kevin Earl."
@blackink12 i still find it crazy he got that many kids at 32. dude i'm the same age and this dog gives me headaches.,"@blackink12 I still find it unbelievable that he has that many kids at 32. I'm the same age, and even this dog gives me headaches."
@AverageBro lol u wrong. I think he ain't used to his body. He kinda goofy. Not sure if soft yet,@AverageBro lol you’re wrong. I think he isn’t used to his body. He’s kind of awkward. Not sure if he’s soft yet.
@CalvinBenLester I ain't surprised I remember when he said something foul about Tim Duncan's mom,@CalvinBenLester I’m not surprised. I remember when he said something inappropriate about Tim Duncan’s mom.
@ElliottWilson @theDYNAMICS yeah him & ye been doing that past 2 years.  Sans the chess,"@ElliottWilson @theDYNAMICS Yes, he and Ye have been doing that for the past two years. Without the chess."
@blackink12 we had mixtapes back east tho. I heard mo money mo problems 3 months prior on a clue tape,"@blackink12 We had mixtapes back East, though. I heard ""Mo Money Mo Problems"" three months earlier on a Clue tape."
@noz u right. Cool breeze the god father.  I just remember dope boyz embracing that joint. That spiteful chant took it beyond DF fans,@noz you’re right. Cool Breeze is the godfather. I just remember drug dealers embracing that track. That spiteful chant took it beyond Dungeon Family fans.
@TrillSmith @marsxgod that's a human being growing up. Those 3 identities are on every album. Just creative ways to display his personality,@TrillSmith @marsxgod That is a human being growing up. Those three identities are present on every album. They are just creative ways to express his personality.
I don't have to like your music to see your tactics. But anyway back to work,"I don’t need to like your music to recognize your tactics. Anyway, back to work."
"""@RavinJusFresh u feel me lol?! I had khakis and a cardigan on I shoulda been good , my beard angry tho lol""","@RavinJusFresh do you understand what I mean? Haha! I was wearing khakis and a cardigan, so I should have been fine, but my beard looked intense though, lol."
