aae_text,sentiment
Had a good day today wit da crew @Damn_Jrock @GunsAnd_Rosess now it jus gone be us robin since out boi going to Skool,positive
You young guys r dying if thirst dying of thirst. Do u no wat that means???? You all need holy water.,negative
its ah shame god allowed me ta have two blk ahh cousins Q n blakk,negative
@yoMANN_wantME Lol but youll dnt need to cause that mess wit my brain hawney lol you need to kill youll self,negative
"""@_SheLuvHaSavage: @PreciousNance1 ian ask fr yo opinion kml.lol I no yhu didn't I was jus sayin:-)""",neutral
Kevin went hard I don't think I can top that ! Nbs #ThouShallSuckMyDick hard ! Nbs,negative
Later twitter nation. And they wonder y i act like i do. Ready for wat ever. Ready to make the 3rd biggest decision of my life. Stay tuned n,neutral
"""Cheating on a girl is deeper than people realize. It destroys her outlook on love, her future relationships, and her peace within' herself""",negative
@HollywoodLoyalT yay company plus thomas a be gone maybe if Fran off we can go over there,neutral
@everythingspvrp he was high tho and i was just trying to refresh her memory nobody gives a fuck,negative
@__PILOT_JONES__ oh you know.im hip my bro been being hella two faced with us etc,negative
I need a IG name mo yea I'm juss making a IG don't judge me,neutral
I'm in this hospital bored and hungry mo I'm boutta say fuck dis and go tf to practice,negative
"""@ImMe4AReaSon: So my sissy from Livingston suppose to cum stay wit me tonight....hmmm.....of course gotta spend time with yall!!!!!""",positive
"""So I found out the bomber at churches chicken was only 4 in yrk, but in greensbro for some bombers yuh can get 6 for 2.16 #cantbeatthat""",neutral
"""@Funny_Truth: There are some things that are really awkward to say, but really easy to text.""",neutral
"""@Funny_Truth: Laughing so hard no noise comes out, so you just sit there clapping like a retarded seal.""",negative
@Rasberry_Flaws: Ian Finna Talk to nobody and Ion Want Nobody Talking to me Plain As that!,negative
If you don't. Let me know so I can go  about my business. Ion have time,negative
"""I say baybee I got them racks she like you need to show mee ,& she gone wanna blow me cus I ball like I'm Kobe!!""",positive
"""@His_chick_20 , kml girl mee too ! I'll been done killed that crazy bit .""",neutral
"""Shawty walk like , she talk like , she know that she the shxt !""",positive
Syracuse Has The Best Record In The Nation And They Got Em Ranked At #4 Smh,negative
This is about to be my chill day and good morning God bless America and keep ya head up and ya bread up #facesUP,positive
I got to give a S/O to my mother I wouldn't be nothing without her I wouldn't even be here she is beautiful and I love her,positive
"""I gain a hater everyday , but I walk the right path that lead me to a positive way""",positive
"""I'm addicted to the money , it got my attention money conversating nigga yall should pay attention""",neutral
Somebody can be your nigga for 8 years or all your life they'll still turn on you,negative
@Kyle_TweetDeez bored & have no one else to talk to I'm suppose to act like shit cool! Fuck outta here! You don't EVER have to talk to me!!!,negative
My bestfriend really gon make the worst mistake & regret it smh I'm tryna save her but she so fuckin hard headed!!!,negative
Can't wait to get off...5 o'clock cmon me and my homie getting us sum good food and good drank and talk sum shit lol,positive
I aim to please. Have ya ass something like stuck when I'm through with you.,negative
@Jack_Le_Stig My asiaaaaan :*. Big hug <333. I love you & dont forget the smile :*,positive
@_iiBeKawasakii Omgg :'))). You do ? I love you moree thaaan chicken backs & greeenfigs bayy,positive
"""If your ignoring your girlfriend , theres another guy who can give her all the attention she needs.""",negative
"""@_iiBeKawasakii To show you how much I love you , I'll give you my flu :')""",positive
when I was younger I wanted to be in one of those Kidz Bop videosss lool,neutral
"""@Bite_mySwagg8 LOL !!! Safiyaaa that made me cryy . Give up , just give up""",negative
"""Im laughing to take my mind off the pain , but its not helping at all :(""",negative
@qorqeous_meeee its ok i guess but I wish u gave me another chance dats all u wanted,neutral
"""@HotBoyGreedy: Don't lose the girl of your life, for the hoe of the night.Dats some real shit,U muthafuckas take HED!!!!""",negative
@Trecia2007 then 10 mins later here she cum ddy ddy i need my pull up on...#PUSH OVA!,neutral
Oomf is crazy:-)  yea i make these hos sick. The er gone b full n MARCH#THEYMAD n boosie voice.,neutral
This nigga cleotis sung cuntry all the way 2 n from NAT off beat n out of tune dang#DROVE2theMAX,negative
Wit 6 mo weeks to go. He bound to b at least 7 to 8 pds.#chunkymonkey!,positive
Fed the hubby n his wrk crew them niggas shuld b tired of pizza. Lol# Thatsmybae!,neutral
Got Two Project And A Long Algebra Worksheet That's Due When I Get Back To School <<<<<<<<<<<<<<< #Stress,negative
"""God didn't promise a life without, pain, struggles and hardships, but he did promise he will give you the strength to get through them.""",positive
"""When I say ima call you back , don't count on it cause I just say it to hang up""",negative
When you hit your funny bone and somebody ask if you ok you wanna fight that person <<<<<<<,negative
"""Oh, you ion like me , well cool thats fine , you aint gotta like me shidd""",neutral
#moviethatnevergetold Dont be a menace to the south central while drinking your juice in the hood,neutral
@AyooShePretty_  duh Khambrel spreads things that why I told him so he can tell you to make you mad bol its obviously working,negative
"""My ghetto white friend ,he jus be yelling Kool-aid The sh*t ya when black people make it nd he be like Iknw all 2Chainz songs ,Nigga wht?""",negative
"""When hoes look at you like they saying bitch i dont like you I look back at them like hoe is there a problem , cause if it is solve it """,negative
If im at somebody house and I see a roach ima pretend sick and call my mama,negative
"""Every second, every minute, man I swear that she can get it Say if you a bad bitch put your hands up high, hands up high, hands up high""",positive
"""If y'all wanna fight we can take it to the back bol , remember your brother them fighting  @AyoTay_FuckEm""",negative
"""#WaysToGetSlapped talk about me behind my back but be like Hi friend  in your face""",negative
"""Have you ever notice that adults be like your generation fvcked up but they the ones who put all this stuff here to fvck it up , smfh""",negative
Thank God I found you nI'm lost lost without you nMy every wish and every dream nSomehow became reality,positive
"""Had Funnel Cakes , Cotton Candy , Popcorn , Soda , And Ice Cream >>>>""",positive
"""Man , I gotta do homework , shit * picks up phone* I'll do it later""",negative
I'm not concerned about you at all only my child . Just letting you know !,negative
Ctfu . I'm gone get my diploma how about you . And go to college . I can do that shit !,positive
I wanted to be cool with the bitch . Until he said what he said . !,negative
I wish that bitch would say some shit she should be lucky I have to big ass to her . Come on now with your crying,negative
And if the fat bitch got a problem about me saying anything about . You know where I live at !,negative
It's just so funny he was so into my pregnancy went to my ultrasound everything . Like wtf,neutral
I really don't need distractions in my life this year... It's so much on my plate.,negative
"""If you aren't here to help me reach my goal, then I don't need you in my life. You'll be nothing but a distraction.""",negative
"""If you love someone , you tend to go above and beyond with your love to ensure that person that they are the love of your life.""",positive
@Awkward_______ I wasn't invited!  Wtf is this?! How is my prom date not going to ask me to go out with her? Smh.,negative
"""I'll never understand why people think they're slick. Hoe, I know what you're doing. Bitch, check your spirit,""",negative
This cold got the best of me.less sleep extremely hot throat nose n all that killing me n guess what im still goin to wrk.,negative
I mean how df u blow a 27 point lead tho? I guess da celtics took notes frm da falcons 2 weeks ago,negative
"""#Oomf a hoe. She know she a hoe, I know she a hoe, she won't claim she a hoe, so she say she ain't a hoe, but.....WE ALL KNOW YOU A HOE!!!""",negative
Like they say watevas done in the dark will come 2 the light so if u got sumin u tryna hide best believe the otha person already knows buddy,neutral
Cnt stand when my male friends b on sum otha shit Smdh disappointed in u,negative
I did you wrong you did me wrong. Ill take you back you'll take me back!,neutral
@costill8nine That shit syk brother you fukin em up... let me know when itso out here #89MUSIC,negative
That Bitch Ty Pose To Be On Ha Way To Bring Me Some White Castles,negative
"""@Take__Caree aw  ,,  me on the other hand im solo dolo w/ the loml ( ;  dfl""",neutral
"""@SmokeAJayy_1035: If we ain't together , you have no right to tell me who & who not to talk to ....""",negative
"""Old as crap w. A cane.  Moving 2mph talking bout some  come here baby  ,  foh lmfaooo""",negative
@ashyknuck1es it was impressive. But they better win at least 10 games next year . . .,neutral
"""Bears fans, never forget your defense was much better than this Rsvens D this year . . .next coach better win at least 10 . .""",negative
"""@HSAReadingComp , you had to laugh when you seen it!  Or did you just giggle?""",positive
"""I Fucking Hate The Word No Or Any Type Of Rejection , Don't Say It To Me At ALLLLL!!!""",negative
Lmfaoo Deana Was Talking Major Junk About Not Going To School But Look Where She Going Lmbo,neutral
Ok my bitchy tweet of the day: BITCH FUCK YOU! THAT'S Y YO MAMA FUCK FOR FOOD STAMPS YOU TRAMP ASS BITCH!! YOU HOE ASS PROSTITUTE ASS BITCH!,negative
@ellevarner. I WANT TO WRITE A COVER TO ONE OF YOUR SONGS.... WHICH 1. SHOULD I DO??????!,positive
@meaksworld. Will do but I'm writing a cover today. Do you have a suggestion as to what song I should do??? #seriously,neutral
@MindlessBhavior soooo DO YOU SEE WHAT THEY'RE SAYING..... WHAT DO YOU HAVE TO SAY. OH (NOTHING CUZ YOU NEVER DO!!) Lol,neutral
SHOUT OUT @RealRaymondJ for making me laugh with that picture!!! Her mrs. Puff lookin ass.,neutral
