aae_text,sae_text,sentiment,sentiment_score,raw_response
Smh nikkas thinking wrong bruh don't know if #oomf ain't do wat she did I could've got his phone back but she fucked up for him,"Shaking my head, people are thinking incorrectly. Man, I don't know—if one of my followers hadn't done what she did, I could have gotten his phone back, but she messed things up for him.",negative,-1,negative
Hmmmm I wonder what mine say @MFsLoveTerance: A girls eyebrows tell you alot about herself.,"Hmmmm, I wonder what mine say. @MFsLoveTerance: A girl's eyebrows tell you a lot about herself.",neutral,0,neutral
"""Boy or Ruzzle trynna get to know me better so I took my pic off lol""","Boy or Ruzzle is trying to get to know me better, so I took my picture down, lol.",positive,1,positive
@SMarinoBennett lol drinking stories n people who tapped out on da kush lol just want to say wat up I didnt c yo fb,"@SMarinoBennett lol drinking stories and people who couldn’t handle the weed lol just wanted to say what’s up, I didn’t see your Facebook.",neutral,0,neutral
Every movie I watched today it been at least one big cocky ass nigga lol,"Every movie I watched today had at least one really arrogant guy, lol.",neutral,0,neutral
"""@RealTalk: Don't ask me for the truth if you can't handle the answer. Real Talk""","""@RealTalk: Do not ask me for the truth if you cannot handle the answer. Real Talk""",neutral,0,neutral
"""Dat movie4 BROTHERS had me shedding tears when the little brother died outside he reminded so mich of my younger brother!!""",That movie Four Brothers had me shedding tears when the little brother died outside. He reminded me so much of my younger brother!,negative,-1,negative
"""I was fuckin witJIM HARBAUGH when he was onTECMO BOWL 1 andSUPER TECMO as the QB for theBEARSnigga he need DAT ringCONGRATS 49ERS!!""","I was supporting Jim Harbaugh back when he was on Tecmo Bowl 1 and Super Tecmo as the quarterback for the Bears. He deserves that ring. Congratulations, 49ers!",positive,1,positive
Yea that was fucked up#EddieJones never got a ring wit the MIAMI HEAThe was the best heat playa besides ZO' TIM HARDAWAY & JAMAL MASHBURN,"Yes, that was messed up. #EddieJones never got a ring with the Miami Heat. He was the best Heat player besides Zo, Tim Hardaway, and Jamal Mashburn.",negative,-1,negative
"""It's hard to rob A gun store' they got guns!!-Malvo voice from EVERYBODY HATES CHRIS!!""",“It’s hard to rob a gun store; they have guns! — in Malvo’s voice from Everybody Hates Chris.”,neutral,0,neutral
U ever got cut and don't know where it came from or how the fuck u got it!!#LifeLessons,Have you ever gotten a cut and don’t know where it came from or how you got it? #LifeLessons,negative,-1,negative
Some of the things I said on #fb a few years ago just make me S. M. H!,Some of the things I said on #Facebook a few years ago just make me shake my head!,neutral,0,neutral
"""A wonderful fact to reflect upon, that every human creature is constituted to be that profound secret and mystery to every other. #Dickens""",A wonderful fact to reflect upon is that every human being is inherently a profound secret and mystery to everyone else. #Dickens,positive,1,positive
"""Somebody tweet my b'day 9:14 ,  I'll give a so if u do ! :)""","Someone tweet my birthday, 9/14. I'll give you a shoutout if you do! :)",positive,1,positive
#Wale wordplay so crazy I know mfr don't get everything he saying at first hearing!,"#Wale’s wordplay is so impressive, I know people don’t catch everything he says the first time they hear it!",positive,1,positive
S/O To @ABrokeHoeDream_ Some Of Yall Broke Niggas Needa Fuck Wit Ha Pimpin Plus She Pretty & Slick Thick,"Shout out to @ABrokeHoeDream_. Some of you broke guys need to connect with her—she’s got game, plus she’s pretty and curvy.",neutral,0,neutral
I hate dem viagra commercials dey fake af who gone be fuckin wen dey 80 years old not me lol,"I hate those Viagra commercials; they’re so fake. Who’s going to be having sex when they’re 80 years old? Not me, lol.",negative,-1,negative
No u da best baby i wouldnt be happy if it wasnt for u keria,"No, you are the best, baby. I wouldn’t be happy if it weren’t for you, Keria.",positive,1,positive
@YepThatsEbony u da first girl i done seen my boy claim so he do care lol,"@YepThatsEbony You are the first girl I have seen my friend acknowledge, so he does care, lol.",positive,1,positive
She said a minute dat finna turn into an hour she must be on the phone wit sumbody,She said “a minute” that’s going to turn into an hour—she must be on the phone with someone.,neutral,0,neutral
I really wanted to sleep wit him tonight.... guess im crying myself to sleep. I hate when i get too sleepy. Cus i tell to much.,"I really wanted to sleep with him tonight... I guess I’m crying myself to sleep. I hate when I get too sleepy, because I say too much.",negative,-1,negative
I wish we ccould have talked it out. Maybe i could have slept this head ache away.. o well,I wish we could have talked it out. Maybe I could have slept this headache away. Oh well.,negative,-1,negative
Its a big ass spit in my fuckin face but u obviously u bold enought to do dat bullshit.... but i guess u dgaf to let me see a nigga name,"It’s a huge slap in my face, but obviously you’re bold enough to do that nonsense… but I guess you don’t care enough to let me see a guy’s name.",negative,-1,negative
I did da 1 wit da nut bt I can't delete dat shit lol @MaBootyGotSwagg,"I was the one with the mess, but I can't delete that stuff, lol. @MaBootyGotSwagg",neutral,0,neutral
If i was 2 wake up 2 a wet pussy in my face i want be mad I be like dam bae breakfast time already,"If I were to wake up to a wet pussy in my face, I wouldn’t be mad. I’d be like, “Damn, babe, is it breakfast time already?”",positive,1,positive
I hate a nasty female if u fuckin more then 1 nigga then u need to get paid for it instead of doing it for free,"I dislike promiscuous women; if you are having sex with more than one man, then you should be getting paid for it instead of doing it for free.",negative,-1,negative
"""@JulietNoRomeo_: Who Wanna Go Out To Breakfast Tomorrow Morning With Me??? You Not Going To School?""","""@JulietNoRomeo_: Who wants to go out to breakfast with me tomorrow morning? Aren't you going to school?""",neutral,0,neutral
Just got off the phone with primo we was on there for like 2 hourrs lol .,"I just got off the phone with Primo; we were on there for about two hours, lol.",positive,1,positive
Mannn . Mann if my mommy didnt havee to talk to gill today iwould be in my bed foreal,"Man. Man, if my mom didn’t have to talk to Gill today, I would really be in my bed.",neutral,0,neutral
Mee and my nephew closee asl . Thats my lul shooter . Dont think he aint bout that life,My nephew and I are very close. That’s my little shooter. Don’t think he isn’t about that life.,neutral,0,neutral
"""Icamee from nothing . To something . Imight not havee everything . But iknow igot moree , than most #Greatful""","I came from nothing to something. I might not have everything, but I know I have more than most. #Grateful",positive,1,positive
Baybee we can be like tiny & tip . Puffy & kim . Michelle & obama .... even hillary & bill (',"Baby, we can be like Tiny and Tip, Puffy and Kim, Michelle and Obama... even Hillary and Bill.",positive,1,positive
If anybody ever say Fuck george or tay . Imma makee sure you get to say that shit to they face,"If anyone ever says ""Forget George or Tay,"" I’ll make sure you get to say that to their face.",negative,-1,negative
When iwass little . Iused to want my parents to tuck my in at night and read me a bed time story,"When I was little, I used to want my parents to tuck me in at night and read me a bedtime story.",positive,1,positive
My journalism teacher jus said I should seriously look into interning  at KSDK Channel 5. Said my work was outstanding n shouldn't be wasted,My journalism teacher just said I should seriously look into interning at KSDK Channel 5. They said my work was outstanding and shouldn’t be wasted.,positive,1,positive
AT&T got da best service but they be gettin over on them bills tho smh,"AT&T has the best service, but they take advantage with those bills though, shaking my head.",negative,-1,negative
I luv mii lil sis .!!! And dare n e 1 2 'eff wit her,I love my little sister! And I dare anyone to mess with her.,positive,1,positive
Ruining mii mind.!! I'm b fukd up n the head wen I gt thru being n relationships,Ruining my mind! I end up really messed up mentally after being in relationships.,negative,-1,negative
"""Rotflmmfao Kd screaming  Do Yo Dance On My Dick Ooo Baby I Love It!!  Lol My Momma  Kd stfu  Dying Laughing!!! #BadAss""","Rolling on the floor laughing my [expletive] off. Kevin Durant is yelling, ""Do your dance on my [expletive]. Ooh baby, I love it!"" Laughing out loud. My mom: ""Kevin Durant, shut up."" I'm dying laughing! #BadAss",positive,1,positive
Looking for a bust it open girl is you the one yo friend keep looking but I want you to come,"Looking for a girl who’s down—are you the one? Your friend keeps looking, but I want you to come.",neutral,0,neutral
Got my 13s :) bt ain n a rush tu wear em lol I jusz wanna look @ em,"I got my 13s :) but I'm not in a rush to wear them, lol. I just want to look at them.",positive,1,positive
N im ready.4.dem 5s bt ion thnk ima get da 13s dat cum.out on da 9th,"And I’m ready for those 5s, but I don’t think I’m going to get the 13s that come out on the 9th.",neutral,0,neutral
