sae_text,sentiment
"I’ll be the one, I’ll be the light where you can run to make it all right.",positive
"@John_linen_IV can’t do what he did in Hell in a Cell and definitely could never surpass him in a ladder match, lol.",negative
"No one in this house has a job, so you’ll never hear me asking who’s going to step up. Those people never leave.",negative
"If I can’t even write a smiley face on a guy’s picture, what makes you think you can turn around and do it?",negative
"My ex hit me with that ""I'll treat you better than before"" stuff. Ugh! You had your chance and you ruined it.",negative
I don’t play around when it comes to the people I’m close to or used to be close to.,neutral
"""#One of my followers lies for no apparent reason. I don’t talk to her, fake person. #Key.""",negative
@Mixed_Terms Absolutely not. Why would you stalk them? They’re not worth it!,negative
"One minute she’s like, “I love him,” next she’s like, “I hate him.” Lol #Confused",neutral
My cousin asked this guy if he could ejaculate from the tip of his penis. I'm cracking up.,positive
I told that woman to come to my place. I gave her my address and my number. #NoExcuses,negative
"At school, all I talk about is my bike. #Dad:)))",positive
"What is #ChiefKeef saying on #ballin??? Bad women keep calling... I swear this money keeps falling... ___________... I don’t even want you, darling...",negative
"Make-up is called make-up for a reason, because you are putting on a face that you think people will admire instead of showing the beautiful person you truly are.",negative
@youcantplayme_ You're attractive and it looks like you have a large penis. Send me a picture of it.,negative
So I had to bring my small 5-year-old self through the door at midnight at Joy Road and Livernois... As soon as the ball dropped.,negative
"@snAPPed_VoCals I wish, but she doesn’t mess with them. She wants to go to Blackfish or Fin...whatever it’s called.",neutral
"My girlfriend knows that from the start I tip at least 20%, but I’m known to tip more than the bill sometimes.",positive
"No matter how far in advance I call this guy, I still end up waiting here.",negative
"@BREEZEE_F_BABY That could have been 23 thought-provoking tweets... instead, it was too long to finish reading lol.",negative
My iPad acts like I'm applying for food assistance whenever I try to purchase an app.,negative
#fact It’s impossible to fall in love if you don’t know how wet it gets.,negative
"She was way too excited to tell me she bought a condo, as if I cared at all.",negative
Tom made it acceptable for me to wear Uggs right now. Pay your dues.,neutral
I love coming to my favorite unnamed bar. Come here and run up a hundred dollar tab. Leave my friends twenty-five.,negative
How can they expect me to keep working hard when they have me in here six days a week?,negative
@theNotoriousMIA I'll FedEx you some breakfast if you FedEx me some dinner lol,positive
I think every guy got tricked the first time he went to the strip club.,negative
"As the song is coming to an end, a foolish guy is building up the courage to ask the unfriendly woman dancing upside down on the pole to give him a dance.",neutral
Sometimes you have to take your foot off the pedal and just coast for a while.,neutral
I’m going to buy a pair of those really ugly shoes and style them really well.,positive
"But the day I want to wear a blazer in here, they have the heat on. #haters",negative
It's not as if the first group of people smuggled chicken wing grease and matches on the Amistad.,neutral
@Chill_WilliamH You’d better calm down before I have my son beat you at some word problems.,negative
"@Chill_WilliamH, let go of that prison mentality, man. There are women out in the real world—stop staring at me, man.",negative
"I thought I was finally going to get to see Django today, but I got called in to work.",negative
"I need to get to Rick to take my pictures tomorrow, but I don’t know how to get there! Directions please!",negative
You see him talking to somebody else and then all of a sudden you want him back!,negative
"You say you’re friends. She says you two talk. I don’t understand, it’s not making sense.",negative
"#SinceWeAreBeingHonest girls who are stuck up, it's not a good look—you’re going to be alone with that attitude.",negative
I have to get used to being taken because I'm not single anymore. I need to keep that in mind and not mess this up—I don't want to lose this one. @TrillMonroe_,neutral
"Love will stand the test of time, but still, the length of time must be significant to be together forever.",neutral
"I could kill a man with my palms, I just have to learn, lol. But my fists will knock a hater out.",negative
"""@Malek_Malakhi: @Supafreak86, girl, you’re in love. Don’t fall for that stuff. Your voice is annoying—I can’t stand you!""",negative
"I just want to lie here and watch TV, but he keeps talking... I guess I'll pretend I'm interested. Lol.",negative
"""@ThatGuy_Troupe: @J_Bone_4 Haha, bro, I’m going to need a walker by the time I turn 25, for real. Lol.""",neutral
"""@SaluteMe_Doerun: @J_Bone_4 This was for me, right? I definitely was blinded by those tears. I guess we both were, bro.""",positive
"Boy, I want to fuck one of my followers so badly because she thinks she's a grown woman.",negative
"When I make it, I’m going to look back and tell you haters that I told you I was going to do it.",positive
"""@KayxLen: @J_Bone_4 Well, I guess you’re going to have to wait and see... probably something low, maybe 6, I don’t know.""",neutral
"""@catchsome_ZEEs, yes, I was a junior until they classified me as a senior because I had enough credits.""",neutral
"I just found out and wonder why some people go back to school tomorrow, while Clark doesn’t go back until the 7th or the 8th.",neutral
"I hate when I get out of bed, get back in, and then have to pee.",negative
I don’t want anyone to ever think I need them. Those women better think twice.,negative
"She’s as attractive as my son is, with a pretty face and a flat stomach. She was the city’s most wanted until I asked for her number.",negative
