aae_text,sentiment,score
"""You don't have to be perfect one in a relationship , be the right one""",positive,1
This bitch spelled my name deveon where do u get all them letters out of deon,negative,-1
Cj you ah virgin so why you steady talk bout #p you don't kno the difference between good and bad #p,negative,-1
S/o to @__YoungSavage he bruh for life if i aint do track it wulda turned up wit u tonight but we still gone turnup,positive,1
Bruh marcus needa stop tryin keep a rp and act like she yo ** but yea bruh talk to her like u talk to anygirl !,negative,-1
"""Brielle said, Niggas get Flee iscell , but when it comes to they phone , that shit be done ! They Track Jacket be matching they TracFone""",negative,-1
Since Im Inn It ; Wish iHad Yo BD Top Riite Now BUT I'll FUCK Da Monies Ina Couple Hrs !! #Haaaannnnn .,positive,1
Just Remembered iGotta Call My BestFriend Since He On His Chief Keef Shit ... #FinallyRich :) lmaoo,positive,1
@MightyDuxoh smh shit was cool I wish I can go to one daily like happy hour,positive,1
@Al_Patron lemme hold somethin I know you got it u smell like money nigga - uncle ice,negative,-1
@PoundSignDead you may like it but I felt they were doin too much and Watson a bitch,negative,-1
IM TRYNNA BE YO BESTFRIEND YO FAV YO CRUSH YO TEDY IWANNA BE YO EVERYTHING CAUSE IWANT YOU TO NEVER LEAVE MY ARMS,positive,1
It's a lot of successful mfs coming outta WHS c/o 07 out reunion should be exciting,positive,1
"""@SmokeDat_Walter lmao , cuh.. This shit is hard. I want a strong drink right now!!!""",negative,-1
My God Brother Finna Be In Jackson With Me .. Maybe Now I'll Get To See Him More! *cough cough* @LockHead_Swagg,positive,1
Can't go to sleep until my hair is semi dry .. & it's far from it.,negative,-1
USM gone go live for basketball season since they football couldn't even win ONE game ..,negative,-1
"""Since I've been here, all I've been doing is cooking & cleaning .. But my momma fixed her mouth to say nobody does anything.""",negative,-1
"""People do too much too early in songs .. When you sing without music, you should build ..""",neutral,0
"""But if somebody else wanna buy me a $10,000 dress then .. That is fine with me!""",positive,1
"""@xX_Complicated_ girl , you I we know better but as for as them handling the situation .. They gotta be grown about it.""",neutral,0
Put ya business on twitter .. But be mad when everybody know more about you THAN you..,negative,-1
My momma said I need to go to the hospital & get some stitches .. But I really hate hospitals .. & today my Pop bday so NO!,negative,-1
I miss the talks we had this summer.. @jay_twerk we gotta have one soon. When you coming back to Jxn ?,positive,1
My Lil Bro! @Money_ManT I Miss You Mane. Hope You Had A Good Christmas & New Year! Love Ya!,positive,1
Phone on 83% & I'm only in the Burg.. It's not gone make it to Jackson,negative,-1
This mane dog is HUGE .. Ain't no way I'll ride around with that dog just coolin in my truck like that.,negative,-1
Kinda mad I been here for over an hour & still haven't got my food,negative,-1
"""As SOON as I get to my room , I'm taking a shower & going to sleep""",positive,1
"""@YeaItsNic thanks man , you know I got ya AS SOON as I find my debit card!""",positive,1
"""Major Moves  .. .. Much love to my other half @YeaItsNic .. On our way to the top ..""",positive,1
I'm so thankful to have my bro. A man of God. His prayers are always appreciated. I love you @Jgibson11!,positive,1
@Paaaiiggeeee You're welcome be. All I ask is you do your best. Chase your books NOT the boys,positive,1
"""When I Make It , Ima Fall To My Knees & Thank God! He's Opening Alot Of Doors For Me! 2013 Doesn't Look So Bad.""",positive,1
@iAM_chuckbarrie oh that's wussup!! Ima go get mine so I can stunt with my Chuck Barrie! Lol,positive,1
@HighOnLyfe_ Ima do that in a couple weeks .. I have a lot of shid going right now,negative,-1
I know me & @ClutchLike_23 gotta kick it soon & we gotta get together about these pictures soon .. Hopefully mid Febuary good for him.,positive,1
Reading them txt from last night & I'm still shocked.. I can't wait to tell @YeaItsNic about this!!!!!,positive,1
Aye @Remember_itALL My Mf'n G! I Love My Homie. She Been Holding Me Down Since Freahman Yr. She Act Like My Momma. Lol,positive,1
"""I came back to JSU , not giving a phuck .. Ion fool w| anybody.""",negative,-1
"""My Sisters & I Are Gonna Take Our First Sister Trip After I Turn 21..""",positive,1
"""If You Sing Or Spit, Come Join @OutSpokenJSU Tonight In Java City From 7pm-9pm For Open Mic Night. Express Your Creativity!""",positive,1
"""@SincerelyIman It wasn't a dream Dee. We recorded an audio of us singing, 'I Give Myself Away' this summer .. Lol""",positive,1
I don't have a problem doing anything by myself .. I came in this world that way ..,neutral,0
Ready For My Homie @JetsDEWit To Make That Trip To Jxn So He Can TurnUp With Me..,positive,1
I need to call my sister though .. Gotta get this stuff straight for school ..,neutral,0
"""@KupsKASHkarma lol , I try not to be but that's how I be feeling.. Lol""",neutral,0
I have a test in social institutions tomorrow .. & a paper due in History of Africa .. Gonna be up all night after I get off work,negative,-1
@COUNTRY_ASNIGGA it's my media writing class .. I'm a mass communications major .. We're doing this grammar stuff,neutral,0
@COUNTRY_ASNIGGA I don't talk in class .. Lol I just tweet & txt. Even if you're right next to me,neutral,0
I ont Neva keep uh safety on my weapon cuh I don't want my weapon to be safe,negative,-1
Just let the past just be the past focus on things that make us last,positive,1
On god I'm sick of this shit ...im gettn fed uhp n she laughn ......mm mm mm fake ah Gf,negative,-1
We as ppl should spend less time hating on the successful and more time trying to figure out what they did to get ahead,positive,1
I'm Smoking An I'm Driving While I'm Rollin Up You Broke So I Smoke Enough For Both Of Us,negative,-1
This Bitch Lostt Her Mind See She The Type A Bitch That A Lie About Stupid Shitt,negative,-1
My Fone Kno Me So Well The When Im On Hold For Less Then 1 Minute It Would Hang Upp,negative,-1
"""Myy Movahh Iis Blastinn Did Yhuu Wrongg All Threw Da House, Iif She RePlay Iit One Moree Timee Imma Leave Da Housee""",negative,-1
"""I once was tempted by the flesh, but now i give no fucks... i live life with a focus for greatness no time for old bullshit i once accepted""",positive,1
"""I truly hate when females get mad because they don't know who the daddy of their child is,it's sad and it should make you want to so better""",negative,-1
"""Whoooo wtf was i thinking?  Yall be having me out here bold, better tell me when im fuckin up... geez""",negative,-1
@ImTayWest Sound all thuggish!  Up chilling looking for my stunna shades (glasses ) texting my bby!  Lol,positive,1
@Fck_TheRest luh homie?  Nun of that lol and I will when I finish texting my bf!!!!!!!  Lhh,positive,1
@babydolltaelor can't I ain't letting it happen now them othrr hoes fuck em cause you and symiah my la sisters!,negative,-1
@___MyNameIs Wats crackaaa lacking homie!  You going to the game tomorrow @ our 2nd school (the view ) lhh,positive,1
Lmao!  @YallAintTrill_: But I ! Was not talking about will tho lhh my Luh bro lemere && my luh brother Davion turning 6 lhh,positive,1
I feel if I don't like a female my nigga shouldn't be talking to her!,negative,-1
@Mrs_Jones_ ayeeeee dont kill em grlllllll *hits split * oh shitttt *rips pants *lhhhhhhh ^_^,negative,-1
Bored bout to call it a night its nothing on tv minest well go to bed,negative,-1
Let me feed this dog why she kp looking at me like bitch feed me lol,negative,-1
When u do shit. To me I'll do it just as bad as u I'll turn on ur ass so fast like transformers,negative,-1
Bout to get ready yo watch criminal minds n try to watch law n order svu at the same time lol bbl,neutral,0
What Does It Takes For You To Get It I Wanna Be With U And Your Problems Your Perfect To Me!,positive,1
"""Bitch, Iaaan Paaayingg Fa Youu Tf Shouldaa BoughtChaa Somee Money Hell I Look Like Thiss Shit Ainn Sweet""",negative,-1
Since U Left Me Make Sure U Don't Come Back Nomore I'm tried of waiting !!!,negative,-1
WTf Really Going On I done Seen Bout 3 Girls Tlkn Bout The Same Boy  .,negative,-1
@HisDopeAsx_ den get focuzed lol...bt b4 da season ova iwna hav a game wea i snapp,neutral,0
"""@VBABYMFB: Niggas Don't Even Ask Ya To Open Da Safe No More, They Leave Wit Da Shit Lol.Im just sayin shyte is histerical:-)""",neutral,0
"""` Couple A, B, C's Bad bitch double D's Popping E I don't give a F Told you I'm a G""",neutral,0
@_Joannaaaa I done try that. DM me. We a put our buisness pon people TL's.,neutral,0
"""` I always thought by 2013 we would have flying cars. Instead, we have blankets with sleeves.""",negative,-1
Ha they tryin to say I'm out of shape but I lasted longer than they did !!!,positive,1
Who wakes up talking??? Members of my family...smh and they loud lol gotta love them,positive,1
Damn R.I.P Bigg mama now itz da bigg Cuzz wassupp man my family i Love dem man Fuck,negative,-1
I Wishh I wasss Ahh Lover i would love da Fuck out of Oomfs so Goreguess owee Man,positive,1
"""@_RekaBaaby: These LANCASTER hoes swear they hood cuuh ! Yall straight outta Lancaster from tha 23rds lykahoe cuuhlol datz dey hood Bluhh""",negative,-1
So mad my mom made me walk home from Bennett that _______ bet not say nothing to me when I get home,negative,-1
@DMVMusicNetwork we're a rap group from Cleveland. Currently looking for a producer to mix and master our tracks. They were made with cubase,neutral,0
Why does Morgan's break have to be so long. Imma be ready to go back to school by this weekend lol,negative,-1
@kid_Africa @bigdaddysmoov niggas was tellin me bout somethin round Largo. I think it was your shit lmaoo,neutral,0
"""Girls be like Thick in all the right places. Whole t it be their stomachs and chins""",negative,-1
Yall said we was gonna lose each of the last 7 games we played. But yall always right,positive,1
@Lazy_Greatness He hasn't been able to be a running threat with that knee brace and he still made big passing plays.,positive,1
@12RounzAtm JUST HEARD YA TRACK ON WORLDSTAR GOTS TO GET ON A TRACK WIT YOU MY DUDE,positive,1
They claim they love you when your gone but when you were in their presence its like they never knew you,negative,-1
This lil head nigga wakes me up then goes to sleep on me he luck he got practice in a few hours,negative,-1
If this is how its gonna be i guess i can get use to this,neutral,0
That bug eyed bitch needs to go back under that rock she came out of.,negative,-1
I'd fly my cousins down here before I let them take the subway to Black Ink.,negative,-1
"""WHO PUT CHRISTIAN POP, TURN ON THE LIGHTS, FUTURE, AND COMTEMPORARY COUNTRY RADIO STATIONS ON MY PANDORA?!???!?""",negative,-1
"""@GQue5050 Oh whatever! Last time I checked you couldn't juice turkey burgers, jerk chicken, and eggs! Lol""",neutral,0
20 minutes til Michigan beats Ohio and becomes the number 1 team in the country!,positive,1
My daughter is spazzing out over not being able to have candy all day. Lets me know I made the right decision.,negative,-1
"""@Neeq_ when guys say dumb shit to get attention on Twitter, can we just call it a #thrusttrap ? Yay? Nay?""",neutral,0
@Neeq_ I think I like #TrollTrap better than #ThrustTrap. Either way this madness has got to stop.,negative,-1
@ampersandrea so I'm at this juke joint and they played the song when Darius and Nina were Chicago stepping. #lovejones,positive,1
"""@arik_patrick It's actually a knock on those who do it knowing they aren't. But yes, I'm happy now""",positive,1
@BurrGot_Racks: @thtguy_TAEE: i really dont like being called a pothead .. get off my dick bitch,negative,-1
Besides 25 till life we ain't fearing much lifes a bitch and this fuckin justice system sucks!,negative,-1
I MISS MY LIL BRO DEY NEED TA FREE HIM B4 I CUM GET EM@keke_051_YM_A1,negative,-1
I aint gotta say no names either n I kno a lot about a lot of mfrs real shit mfrs gay n some moe shit but they so tuff lol keep playing,neutral,0
