aae_from_sae_text,sentiment
I’m sittin’ up in this hospital bored and hungry. I’m ’bout to say forget all this and just go to practice.,negative
"""@ImMe4AReaSon: So my sister from Livingston s’posed to come stay wit me tonight... hmm... you know I gotta spend time wit y’all!""",positive
"So I found out the chicken sandwiches at Church’s Chicken was only four in New York, but down in Greensboro you can get six of ‘em for just $2.16. #cantbeatthat",positive
"""@Funny_Truth: Some things mad awkward to say, but real easy to text tho.""",neutral
"@Funny_Truth: I’m laughin’ so hard ain’t no sound comin’ out, I’m just sittin’ there clappin’ like a seal.",positive
@Rasberry_Flaws: I ain’t talkin to nobody and I don’t want nobody talkin to me. Simple as that!,negative
"If you don’t, just say that so I can keep it movin’. I ain’t got time.",negative
"I said, ""Baby, I got that money."" She like, ""You gon’ have to show me,"" and she gon’ wanna be with me ’cause I play like I’m Kobe!",positive
"""@His_chick_20, lol girl, same here! I’da been handled that crazy lady.""",neutral
She walk and talk like she know she the best!,negative
"Syracuse got the best record in the country, and they still got ’em ranked at number 4. Smh.",negative
"Today gon’ be my chill day. Good mornin’, God bless America, and keep ya head up and ya money up. #facesUP",positive
"Gotta give a shout-out to my mama. Wouldn’t be nothin’ without her; wouldn’t even be here. She beautiful, and I love her.",positive
"I get a new hater every day, but I stay on the right path that keep me movin’ in a good direction.",positive
I’m obsessed wit money; it got my attention. Money talkin—everybody needa pay attention.,neutral
"Somebody can be yo close friend for eight years or ya whole life, and they’ll still switch up on you.",negative
"@Kyle_TweetDeez I’m bored and ain’t got nobody else to talk to, and I’m s’posed to act like everything cool? Man, get outta here! You ain’t never gotta talk to me again!",negative
"My best friend really ’bout to make the worst mistake and gon’ regret it, smh. I’m tryna save her, but she so hardheaded!",negative
"I can't wait to get off work... Come on, 5 o'clock! Me and my friend gon' get some good food and drinks and chop it up, lol.",positive
I’m here to please. You gon’ be left shook when I’m done wit you.,negative
"@Jack_Le_Stig My Asian :*. Big ol’ hug <333. Love you, don’t forget to smile now :*",positive
"@_iiBeKawasakii Lawd :'))). Fa real? I love you more than chicken backs an’ green figs, bae.",positive
"If you out here ignoring your girl, best believe it’s another dude ready to give her all the attention she want.",negative
"@_iiBeKawasakii To show you how much I love you, I’ma give you my flu :’)",positive
"When I was little, I used to wanna be in one of them Kidz Bop videos, lol.",positive
"""@Bite_mySwagg8 LOL! Safiya, you had me weak. Just gone head and give up, just give up.""",neutral
"I’m laughin’ tryna take my mind off the pain, but it ain’t helpin’ at all :(",negative
"@qorqeous_meeee It’s aight, I guess, but I wish you woulda gave me another chance. That’s all you wanted.",negative
@HotBoyGreedy: Don’t lose ya main girl for some woman of the night. That’s real talk fr. Y’all betta take heed!,negative
"@Trecia2007 then 10 minutes later, here she go, ""Daddy, Daddy, I need my pull-up on..."" #PUSHOVER!",negative
"One of my followers wild as hell :-) Yeah, I got these women pressed. The ER gon’ be packed come March. #THEYMAD in Boosie voice.",positive
"This dude Cleotis was sangin’ country music the whole way to and from Nat, off beat and outta tune. Lawd. #DROVE2theMAX",negative
"With six more weeks left, he gon’ be at least seven, eight pounds. #chunkymonkey!",positive
I done fed my man and his work crew—they gotta be tired of pizza by now. Lol #ThatsMyBae!,positive
I got two projects and a long algebra worksheet due when I go back to school. <<<<<<<<<<<<<<< #Stress,negative
"God ain’t never say life was gon’ be without pain, struggles, or hard times, but He did say He gon’ give you the strength to make it through.",positive
"When I say I’ma call you back, don’t even count on it ’cause I just be sayin’ that to get off the phone.",negative
"When you hit ya funny bone and somebody ask if you good, you be ready to fight they ass <<<<<<<",negative
"Oh, you don't like me? Aight, that's cool. You ain't gotta like me.",neutral
#MoviesThatNeverGetOld Don’t Be a Menace to South Central While Drinkin’ Yo Juice in the Hood,neutral
"@AyooShePretty_ Of course Khambrel be spreadin’ stuff, that’s why I told him so he could tell you and get you mad. LOL, it’s clearly workin’.",negative
"My white homeboy from the neighborhood just be goin’ ‘round hollerin’ “Kool-Aid—how Black folks make it,” and he swear he know all the 2Chainz songs. Like, what?",negative
"When women look at you like they sayin, ""I don't like you,"" I just look right back like, ""Is it a problem? Cuz if it is, handle that.""",neutral
"If I’m at somebody house and I see a roach, I’ma act like I’m sick and call my mama.",negative
"Every second, every minute, I swear she can get it. If you a confident woman, put yo hands up high, hands up high, hands up high.",positive
"If y’all wanna fight, we can take it to the back, bro. Remember, yo brother and ’nem was fightin. @AyoTay_FuckEm",negative
"#WaysToGetSlapped talkin’ bout me behind my back but actin’ all “Hey, friend” to my face",negative
"Y’all ever notice how grown folks be sayin’ our generation messed up, but they the ones who started all these problems in the first place? Smh.",negative
"Thank God I found you. I’m real lost without you. Every wish I had, every dream I dreamed, somehow came true.",positive
"I had funnel cakes, cotton candy, popcorn, soda, and ice cream.",positive
"Man, I gotta do this homework. *Pick up my phone* I’ma do it later.",negative
"I ain’t worried about you at all, only my child. Just lettin’ you know!",neutral
LOL. I’m finna get my diploma—what about you? And go to college. I can do that!,positive
I was tryna get along with her till he said what he said.,negative
"I wish that woman would say somethin’—she lucky I gotta be nice to her. Girl, gone on wit’ all that cryin’.",negative
"And if the big girl got a problem wit’ me sayin’ somethin’ ‘bout it, you know where I stay!",negative
"It’s just so funny—he was all up in my pregnancy, came to my ultrasound, all that. Like, what’s really goin’ on?",neutral
I really don’t need no distractions in my life this year... I got so much on my plate.,negative
"If you ain’t here to help me reach my goal, then I don’t need you in my life. You just gon’ be a distraction.",negative
"If you love somebody, you gon’ go all out just to let ’em know they the love of your life.",positive
@Awkward_______ I ain’t even get invited! What’s this?! How my prom date not gon’ ask me to go out with her? Smh.,negative
I ain’t never gon’ understand why folks think they so slick. I know exactly what you doin’. Check yo’ attitude.,negative
"Man, this cold done got me good. I ain’t been sleepin’, my throat hurtin’ bad, my nose and everything else messin’ with me, and it’s wearin’ me out. But guess what? I’m still goin’ to work.",negative
"I mean, how you gon’ blow a 27-point lead though? I guess the Celtics was takin’ notes from the Falcons two weeks ago.",negative
"#One of my followers be out here. She know she is, I know she is, but she ain’t tryna admit it, so she steady actin’ like she not. But... WE ALL KNOW YOU BE OUT HERE!!!",neutral
"Like they say, what’s done in the dark gon’ come to light, so if you tryna hide somethin’, best believe the other person already know, fam.",neutral
"I can't stand when my homeboys be on some other stuff. Smh, I'm disappointed in y'all.",negative
"I did you wrong, you did me wrong. I’ma take you back, you gon’ take me back!",negative
"@costill8nine That’s dope, fam, you doin yo thing... let me know when it drop out here #89MUSIC",positive
That woman s’posed to be on her way to bring me some White Castles.,neutral
"@Take__Caree Aww, but look, I’m out here by myself wit the love of my life (; dfl",positive
"If we ain’t together, you ain’t got no right tellin’ me who I can or can’t talk to.",negative
"So old, got a cane. Movin’ slow as hell, talkin’ ‘bout “come here, baby.” Boy, get outta here, that’s funny as hell!",negative
@ashyknuck1es That was real impressive. But they betta win at least 10 games next year...,positive
"Bears fans, don’t ever forget yo’ defense was way better than this Ravens defense this year. That next coach betta win at least 10 games.",negative
"@HSAReadingComp, you had to laugh when you seen it! Or did you just chuckle?",positive
I really can’t stand when somebody tell me “no” or reject me in any kinda way. Don’t even say that to me!,negative
"Man, I’m hollerin’—Deana was talkin’ all that mess ’bout not goin’ to school, but look where she at now. I’m weak.",positive
"Aight, here go my rude tweet for the day: BITCH, FUCK YOU! THAT’S WHY YO MAMA FUCKIN’ FOR FOOD STAMPS, YOU TRASHY ASS BITCH! YOU HOE, PROSTITUTE ASS BITCH!",negative
@ellevarner. I wanna do a cover of one of yo songs. Which one should I do?,positive
"@meaksworld. I will, but I’m workin’ on a cover today. You got any suggestions for what song I should do? #frfr",positive
